edge_id,account_id,entity_type,entity_id,first_seen_at,last_seen_at,interaction_count,event_type
EDGE_00011700,ACC_002925,ADDRESS,ADDR_APT_BLDG_001710,2026-11-15T13:13:04.998351+00:00,2027-03-14T13:13:04.998351+00:00,27,CHECKOUT
EDGE_00011701,ACC_002926,DEVICE,DEV_RESIDENT_001964,2026-09-26T07:35:27.556843+00:00,2027-01-31T07:35:27.556843+00:00,8,CHECKOUT
EDGE_00011702,ACC_002926,IP,IP_RESIDENT_001059,2026-09-26T07:35:27.556843+00:00,2026-12-17T07:35:27.556843+00:00,7,CHECKOUT
EDGE_00011703,ACC_002926,PAYMENT,CARD_RESIDENT_002489,2026-09-26T07:35:27.556843+00:00,2026-11-23T07:35:27.556843+00:00,8,CHECKOUT
EDGE_00011704,ACC_002926,ADDRESS,ADDR_APT_BLDG_001710,2026-09-26T07:35:27.556843+00:00,2026-12-14T07:35:27.556843+00:00,21,CHECKOUT
EDGE_00011705,ACC_002927,DEVICE,DEV_RESIDENT_001965,2026-04-20T16:20:51.915042+00:00,2026-08-11T16:20:51.915042+00:00,13,CHECKOUT
EDGE_00011706,ACC_002927,IP,IP_RESIDENT_001060,2026-04-20T16:20:51.915042+00:00,2026-08-23T16:20:51.915042+00:00,6,CHECKOUT
EDGE_00011707,ACC_002927,PAYMENT,CARD_RESIDENT_002490,2026-04-20T16:20:51.915042+00:00,2026-06-23T16:20:51.915042+00:00,12,CHECKOUT
EDGE_00011708,ACC_002927,ADDRESS,ADDR_APT_BLDG_001710,2026-04-20T16:20:51.915042+00:00,2026-05-28T16:20:51.915042+00:00,18,CHECKOUT
EDGE_00011709,ACC_002928,DEVICE,DEV_RESIDENT_001966,2027-02-19T20:32:23.404539+00:00,2027-03-25T20:32:23.404539+00:00,20,CHECKOUT
EDGE_00011710,ACC_002928,IP,IP_RESIDENT_001061,2027-02-19T20:32:23.404539+00:00,2027-06-20T20:32:23.404539+00:00,6,CHECKOUT
EDGE_00011711,ACC_002928,PAYMENT,CARD_RESIDENT_002491,2027-02-19T20:32:23.404539+00:00,2027-06-24T20:32:23.404539+00:00,25,CHECKOUT
EDGE_00011712,ACC_002928,ADDRESS,ADDR_APT_BLDG_001710,2027-02-19T20:32:23.404539+00:00,2027-05-25T20:32:23.404539+00:00,28,CHECKOUT
EDGE_00011713,ACC_002929,DEVICE,DEV_RESIDENT_001967,2026-11-20T11:46:47.368076+00:00,2027-03-04T11:46:47.368076+00:00,19,CHECKOUT
EDGE_00011714,ACC_002929,IP,IP_RESIDENT_001062,2026-11-20T11:46:47.368076+00:00,2027-02-24T11:46:47.368076+00:00,13,CHECKOUT
EDGE_00011715,ACC_002929,PAYMENT,CARD_RESIDENT_002492,2026-11-20T11:46:47.368076+00:00,2026-12-21T11:46:47.368076+00:00,21,CHECKOUT
EDGE_00011716,ACC_002929,ADDRESS,ADDR_APT_BLDG_001710,2026-11-20T11:46:47.368076+00:00,2027-02-04T11:46:47.368076+00:00,29,CHECKOUT
EDGE_00011717,ACC_002930,DEVICE,DEV_LAPTOP_001968,2026-07-01T06:24:50.012457+00:00,2026-08-31T06:24:50.012457+00:00,34,CHECKOUT
EDGE_00011718,ACC_002930,IP,IP_COWORKING_001063,2026-07-01T06:24:50.012457+00:00,2026-10-15T06:24:50.012457+00:00,26,CHECKOUT
EDGE_00011719,ACC_002930,PAYMENT,CARD_CORP_002493,2026-07-01T06:24:50.012457+00:00,2026-08-03T06:24:50.012457+00:00,5,CHECKOUT
EDGE_00011720,ACC_002930,ADDRESS,ADDR_OFFICE_001711,2026-07-01T06:24:50.012457+00:00,2026-07-28T06:24:50.012457+00:00,15,CHECKOUT
EDGE_00011721,ACC_002931,DEVICE,DEV_LAPTOP_001969,2027-01-02T06:52:16.615596+00:00,2027-03-02T06:52:16.615596+00:00,5,CHECKOUT
EDGE_00011722,ACC_002931,IP,IP_COWORKING_001063,2027-01-02T06:52:16.615596+00:00,2027-04-01T06:52:16.615596+00:00,24,CHECKOUT
EDGE_00011723,ACC_002931,PAYMENT,CARD_CORP_002494,2027-01-02T06:52:16.615596+00:00,2027-04-12T06:52:16.615596+00:00,8,CHECKOUT
EDGE_00011724,ACC_002931,ADDRESS,ADDR_OFFICE_001712,2027-01-02T06:52:16.615596+00:00,2027-03-27T06:52:16.615596+00:00,15,CHECKOUT
EDGE_00011725,ACC_002932,DEVICE,DEV_LAPTOP_001970,2026-06-10T09:28:57.413131+00:00,2026-07-11T09:28:57.413131+00:00,34,CHECKOUT
EDGE_00011726,ACC_002932,IP,IP_COWORKING_001063,2026-06-10T09:28:57.413131+00:00,2026-06-29T09:28:57.413131+00:00,28,CHECKOUT
EDGE_00011727,ACC_002932,PAYMENT,CARD_CORP_002495,2026-06-10T09:28:57.413131+00:00,2026-07-09T09:28:57.413131+00:00,27,CHECKOUT
EDGE_00011728,ACC_002932,ADDRESS,ADDR_OFFICE_001713,2026-06-10T09:28:57.413131+00:00,2026-09-25T09:28:57.413131+00:00,33,CHECKOUT
EDGE_00011729,ACC_002933,DEVICE,DEV_LAPTOP_001971,2026-04-05T10:30:33.054284+00:00,2026-07-29T10:30:33.054284+00:00,17,CHECKOUT
EDGE_00011730,ACC_002933,IP,IP_COWORKING_001063,2026-04-05T10:30:33.054284+00:00,2026-05-20T10:30:33.054284+00:00,18,CHECKOUT
EDGE_00011731,ACC_002933,PAYMENT,CARD_CORP_002496,2026-04-05T10:30:33.054284+00:00,2026-07-26T10:30:33.054284+00:00,29,CHECKOUT
EDGE_00011732,ACC_002933,ADDRESS,ADDR_OFFICE_001714,2026-04-05T10:30:33.054284+00:00,2026-07-14T10:30:33.054284+00:00,11,CHECKOUT
EDGE_00011733,ACC_002934,DEVICE,DEV_LAPTOP_001972,2026-04-02T21:49:52.057717+00:00,2026-07-09T21:49:52.057717+00:00,7,CHECKOUT
EDGE_00011734,ACC_002934,IP,IP_COWORKING_001063,2026-04-02T21:49:52.057717+00:00,2026-06-21T21:49:52.057717+00:00,30,CHECKOUT
EDGE_00011735,ACC_002934,PAYMENT,CARD_CORP_002497,2026-04-02T21:49:52.057717+00:00,2026-06-07T21:49:52.057717+00:00,6,CHECKOUT
EDGE_00011736,ACC_002934,ADDRESS,ADDR_OFFICE_001715,2026-04-02T21:49:52.057717+00:00,2026-04-19T21:49:52.057717+00:00,9,CHECKOUT
EDGE_00011737,ACC_002935,DEVICE,DEV_LAPTOP_001973,2026-04-29T06:27:48.652976+00:00,2026-08-18T06:27:48.652976+00:00,12,CHECKOUT
EDGE_00011738,ACC_002935,IP,IP_COWORKING_001063,2026-04-29T06:27:48.652976+00:00,2026-05-29T06:27:48.652976+00:00,8,CHECKOUT
EDGE_00011739,ACC_002935,PAYMENT,CARD_CORP_002498,2026-04-29T06:27:48.652976+00:00,2026-06-01T06:27:48.652976+00:00,27,CHECKOUT
EDGE_00011740,ACC_002935,ADDRESS,ADDR_OFFICE_001716,2026-04-29T06:27:48.652976+00:00,2026-05-30T06:27:48.652976+00:00,17,CHECKOUT
EDGE_00011741,ACC_002936,DEVICE,DEV_LAPTOP_001974,2026-05-03T05:25:42.106235+00:00,2026-06-02T05:25:42.106235+00:00,17,CHECKOUT
EDGE_00011742,ACC_002936,IP,IP_COWORKING_001063,2026-05-03T05:25:42.106235+00:00,2026-07-22T05:25:42.106235+00:00,14,CHECKOUT
EDGE_00011743,ACC_002936,PAYMENT,CARD_CORP_002499,2026-05-03T05:25:42.106235+00:00,2026-07-18T05:25:42.106235+00:00,14,CHECKOUT
EDGE_00011744,ACC_002936,ADDRESS,ADDR_OFFICE_001717,2026-05-03T05:25:42.106235+00:00,2026-08-20T05:25:42.106235+00:00,31,CHECKOUT
EDGE_00011745,ACC_002937,DEVICE,DEV_LAPTOP_001975,2026-04-21T05:39:01.708118+00:00,2026-08-05T05:39:01.708118+00:00,22,CHECKOUT
EDGE_00011746,ACC_002937,IP,IP_COWORKING_001063,2026-04-21T05:39:01.708118+00:00,2026-05-08T05:39:01.708118+00:00,24,CHECKOUT
EDGE_00011747,ACC_002937,PAYMENT,CARD_CORP_002500,2026-04-21T05:39:01.708118+00:00,2026-08-06T05:39:01.708118+00:00,31,CHECKOUT
EDGE_00011748,ACC_002937,ADDRESS,ADDR_OFFICE_001718,2026-04-21T05:39:01.708118+00:00,2026-08-07T05:39:01.708118+00:00,34,CHECKOUT
EDGE_00011749,ACC_002938,DEVICE,DEV_LAPTOP_001976,2026-04-19T21:00:23.460660+00:00,2026-05-25T21:00:23.460660+00:00,20,CHECKOUT
EDGE_00011750,ACC_002938,IP,IP_COWORKING_001063,2026-04-19T21:00:23.460660+00:00,2026-06-14T21:00:23.460660+00:00,28,CHECKOUT
EDGE_00011751,ACC_002938,PAYMENT,CARD_CORP_002501,2026-04-19T21:00:23.460660+00:00,2026-06-08T21:00:23.460660+00:00,10,CHECKOUT
EDGE_00011752,ACC_002938,ADDRESS,ADDR_OFFICE_001719,2026-04-19T21:00:23.460660+00:00,2026-06-25T21:00:23.460660+00:00,19,CHECKOUT
EDGE_00011753,ACC_002939,DEVICE,DEV_LAPTOP_001977,2026-12-03T07:18:03.477442+00:00,2027-02-23T07:18:03.477442+00:00,27,CHECKOUT
EDGE_00011754,ACC_002939,IP,IP_COWORKING_001063,2026-12-03T07:18:03.477442+00:00,2027-01-15T07:18:03.477442+00:00,20,CHECKOUT
EDGE_00011755,ACC_002939,PAYMENT,CARD_CORP_002502,2026-12-03T07:18:03.477442+00:00,2027-01-23T07:18:03.477442+00:00,10,CHECKOUT
EDGE_00011756,ACC_002939,ADDRESS,ADDR_OFFICE_001720,2026-12-03T07:18:03.477442+00:00,2027-03-21T07:18:03.477442+00:00,14,CHECKOUT
EDGE_00011757,ACC_002940,DEVICE,DEV_LAPTOP_001978,2026-07-27T05:24:51.410320+00:00,2026-10-17T05:24:51.410320+00:00,26,CHECKOUT
EDGE_00011758,ACC_002940,IP,IP_COWORKING_001063,2026-07-27T05:24:51.410320+00:00,2026-09-23T05:24:51.410320+00:00,30,CHECKOUT
EDGE_00011759,ACC_002940,PAYMENT,CARD_CORP_002503,2026-07-27T05:24:51.410320+00:00,2026-08-14T05:24:51.410320+00:00,14,CHECKOUT
EDGE_00011760,ACC_002940,ADDRESS,ADDR_OFFICE_001721,2026-07-27T05:24:51.410320+00:00,2026-09-18T05:24:51.410320+00:00,29,CHECKOUT
EDGE_00011761,ACC_002941,DEVICE,DEV_LAPTOP_001979,2026-12-26T01:01:25.186607+00:00,2027-01-10T01:01:25.186607+00:00,21,CHECKOUT
EDGE_00011762,ACC_002941,IP,IP_COWORKING_001063,2026-12-26T01:01:25.186607+00:00,2027-04-18T01:01:25.186607+00:00,31,CHECKOUT
EDGE_00011763,ACC_002941,PAYMENT,CARD_CORP_002504,2026-12-26T01:01:25.186607+00:00,2027-04-14T01:01:25.186607+00:00,31,CHECKOUT
EDGE_00011764,ACC_002941,ADDRESS,ADDR_OFFICE_001722,2026-12-26T01:01:25.186607+00:00,2027-04-16T01:01:25.186607+00:00,7,CHECKOUT
EDGE_00011765,ACC_002942,DEVICE,DEV_LAPTOP_001980,2026-11-21T00:18:13.139585+00:00,2027-03-10T00:18:13.139585+00:00,30,CHECKOUT
EDGE_00011766,ACC_002942,IP,IP_COWORKING_001063,2026-11-21T00:18:13.139585+00:00,2027-02-13T00:18:13.139585+00:00,8,CHECKOUT
EDGE_00011767,ACC_002942,PAYMENT,CARD_CORP_002505,2026-11-21T00:18:13.139585+00:00,2027-03-19T00:18:13.139585+00:00,6,CHECKOUT
EDGE_00011768,ACC_002942,ADDRESS,ADDR_OFFICE_001723,2026-11-21T00:18:13.139585+00:00,2027-02-03T00:18:13.139585+00:00,29,CHECKOUT
EDGE_00011769,ACC_002943,DEVICE,DEV_LAPTOP_001981,2026-08-06T07:53:41.409331+00:00,2026-11-13T07:53:41.409331+00:00,13,CHECKOUT
EDGE_00011770,ACC_002943,IP,IP_COWORKING_001063,2026-08-06T07:53:41.409331+00:00,2026-10-13T07:53:41.409331+00:00,14,CHECKOUT
EDGE_00011771,ACC_002943,PAYMENT,CARD_CORP_002506,2026-08-06T07:53:41.409331+00:00,2026-08-25T07:53:41.409331+00:00,26,CHECKOUT
EDGE_00011772,ACC_002943,ADDRESS,ADDR_OFFICE_001724,2026-08-06T07:53:41.409331+00:00,2026-11-07T07:53:41.409331+00:00,24,CHECKOUT
EDGE_00011773,ACC_002944,DEVICE,DEV_LAPTOP_001982,2026-09-13T07:31:27.821953+00:00,2026-12-02T07:31:27.821953+00:00,11,CHECKOUT
EDGE_00011774,ACC_002944,IP,IP_COWORKING_001063,2026-09-13T07:31:27.821953+00:00,2026-10-27T07:31:27.821953+00:00,22,CHECKOUT
EDGE_00011775,ACC_002944,PAYMENT,CARD_CORP_002507,2026-09-13T07:31:27.821953+00:00,2026-10-03T07:31:27.821953+00:00,7,CHECKOUT
EDGE_00011776,ACC_002944,ADDRESS,ADDR_OFFICE_001725,2026-09-13T07:31:27.821953+00:00,2026-12-07T07:31:27.821953+00:00,29,CHECKOUT
EDGE_00011777,ACC_002945,DEVICE,DEV_LAPTOP_001983,2026-11-29T21:30:04.279080+00:00,2027-02-01T21:30:04.279080+00:00,14,CHECKOUT
EDGE_00011778,ACC_002945,IP,IP_COWORKING_001063,2026-11-29T21:30:04.279080+00:00,2027-03-28T21:30:04.279080+00:00,21,CHECKOUT
EDGE_00011779,ACC_002945,PAYMENT,CARD_CORP_002508,2026-11-29T21:30:04.279080+00:00,2027-02-18T21:30:04.279080+00:00,20,CHECKOUT
EDGE_00011780,ACC_002945,ADDRESS,ADDR_OFFICE_001726,2026-11-29T21:30:04.279080+00:00,2027-01-15T21:30:04.279080+00:00,22,CHECKOUT
EDGE_00011781,ACC_002946,DEVICE,DEV_LAPTOP_001984,2026-04-30T05:31:02.419091+00:00,2026-07-29T05:31:02.419091+00:00,13,CHECKOUT
EDGE_00011782,ACC_002946,IP,IP_COWORKING_001063,2026-04-30T05:31:02.419091+00:00,2026-06-16T05:31:02.419091+00:00,22,CHECKOUT
EDGE_00011783,ACC_002946,PAYMENT,CARD_CORP_002509,2026-04-30T05:31:02.419091+00:00,2026-06-24T05:31:02.419091+00:00,32,CHECKOUT
EDGE_00011784,ACC_002946,ADDRESS,ADDR_OFFICE_001727,2026-04-30T05:31:02.419091+00:00,2026-05-25T05:31:02.419091+00:00,10,CHECKOUT
EDGE_00011785,ACC_002947,DEVICE,DEV_LAPTOP_001985,2026-11-29T01:57:32.768752+00:00,2026-12-14T01:57:32.768752+00:00,27,CHECKOUT
EDGE_00011786,ACC_002947,IP,IP_COWORKING_001063,2026-11-29T01:57:32.768752+00:00,2027-03-12T01:57:32.768752+00:00,8,CHECKOUT
EDGE_00011787,ACC_002947,PAYMENT,CARD_CORP_002510,2026-11-29T01:57:32.768752+00:00,2027-02-10T01:57:32.768752+00:00,27,CHECKOUT
EDGE_00011788,ACC_002947,ADDRESS,ADDR_OFFICE_001728,2026-11-29T01:57:32.768752+00:00,2027-03-24T01:57:32.768752+00:00,23,CHECKOUT
EDGE_00011789,ACC_002948,DEVICE,DEV_LAPTOP_001986,2026-07-02T06:06:19.086277+00:00,2026-07-22T06:06:19.086277+00:00,19,CHECKOUT
EDGE_00011790,ACC_002948,IP,IP_COWORKING_001063,2026-07-02T06:06:19.086277+00:00,2026-07-29T06:06:19.086277+00:00,26,CHECKOUT
EDGE_00011791,ACC_002948,PAYMENT,CARD_CORP_002511,2026-07-02T06:06:19.086277+00:00,2026-08-05T06:06:19.086277+00:00,19,CHECKOUT
EDGE_00011792,ACC_002948,ADDRESS,ADDR_OFFICE_001729,2026-07-02T06:06:19.086277+00:00,2026-08-04T06:06:19.086277+00:00,32,CHECKOUT
EDGE_00011793,ACC_002949,DEVICE,DEV_LAPTOP_001987,2026-07-12T08:28:14.378401+00:00,2026-10-20T08:28:14.378401+00:00,31,CHECKOUT
EDGE_00011794,ACC_002949,IP,IP_COWORKING_001063,2026-07-12T08:28:14.378401+00:00,2026-08-09T08:28:14.378401+00:00,19,CHECKOUT
EDGE_00011795,ACC_002949,PAYMENT,CARD_CORP_002512,2026-07-12T08:28:14.378401+00:00,2026-10-18T08:28:14.378401+00:00,16,CHECKOUT
EDGE_00011796,ACC_002949,ADDRESS,ADDR_OFFICE_001730,2026-07-12T08:28:14.378401+00:00,2026-09-01T08:28:14.378401+00:00,21,CHECKOUT
EDGE_00011797,ACC_002950,DEVICE,DEV_LAPTOP_001988,2026-03-31T02:33:30.476538+00:00,2026-06-23T02:33:30.476538+00:00,6,CHECKOUT
EDGE_00011798,ACC_002950,IP,IP_COWORKING_001063,2026-03-31T02:33:30.476538+00:00,2026-04-30T02:33:30.476538+00:00,6,CHECKOUT
EDGE_00011799,ACC_002950,PAYMENT,CARD_CORP_002513,2026-03-31T02:33:30.476538+00:00,2026-07-07T02:33:30.476538+00:00,23,CHECKOUT
EDGE_00011800,ACC_002950,ADDRESS,ADDR_OFFICE_001731,2026-03-31T02:33:30.476538+00:00,2026-07-21T02:33:30.476538+00:00,14,CHECKOUT
EDGE_00011801,ACC_002951,DEVICE,DEV_LAPTOP_001989,2026-04-08T22:58:41.340285+00:00,2026-05-24T22:58:41.340285+00:00,29,CHECKOUT
EDGE_00011802,ACC_002951,IP,IP_COWORKING_001063,2026-04-08T22:58:41.340285+00:00,2026-08-05T22:58:41.340285+00:00,10,CHECKOUT
EDGE_00011803,ACC_002951,PAYMENT,CARD_CORP_002514,2026-04-08T22:58:41.340285+00:00,2026-07-21T22:58:41.340285+00:00,7,CHECKOUT
EDGE_00011804,ACC_002951,ADDRESS,ADDR_OFFICE_001732,2026-04-08T22:58:41.340285+00:00,2026-07-25T22:58:41.340285+00:00,31,CHECKOUT
EDGE_00011805,ACC_002952,DEVICE,DEV_LAPTOP_001990,2026-12-20T20:46:46.414215+00:00,2027-01-28T20:46:46.414215+00:00,24,CHECKOUT
EDGE_00011806,ACC_002952,IP,IP_COWORKING_001063,2026-12-20T20:46:46.414215+00:00,2027-02-19T20:46:46.414215+00:00,5,CHECKOUT
EDGE_00011807,ACC_002952,PAYMENT,CARD_CORP_002515,2026-12-20T20:46:46.414215+00:00,2027-02-26T20:46:46.414215+00:00,28,CHECKOUT
EDGE_00011808,ACC_002952,ADDRESS,ADDR_OFFICE_001733,2026-12-20T20:46:46.414215+00:00,2027-01-19T20:46:46.414215+00:00,12,CHECKOUT
EDGE_00011809,ACC_002953,DEVICE,DEV_LAPTOP_001991,2026-06-28T10:39:16.231184+00:00,2026-08-07T10:39:16.231184+00:00,19,CHECKOUT
EDGE_00011810,ACC_002953,IP,IP_COWORKING_001063,2026-06-28T10:39:16.231184+00:00,2026-09-03T10:39:16.231184+00:00,28,CHECKOUT
EDGE_00011811,ACC_002953,PAYMENT,CARD_CORP_002516,2026-06-28T10:39:16.231184+00:00,2026-08-30T10:39:16.231184+00:00,6,CHECKOUT
EDGE_00011812,ACC_002953,ADDRESS,ADDR_OFFICE_001734,2026-06-28T10:39:16.231184+00:00,2026-07-20T10:39:16.231184+00:00,24,CHECKOUT
EDGE_00011813,ACC_002954,DEVICE,DEV_LAPTOP_001992,2026-04-12T10:20:04.443918+00:00,2026-07-22T10:20:04.443918+00:00,15,CHECKOUT
EDGE_00011814,ACC_002954,IP,IP_COWORKING_001063,2026-04-12T10:20:04.443918+00:00,2026-04-29T10:20:04.443918+00:00,16,CHECKOUT
EDGE_00011815,ACC_002954,PAYMENT,CARD_CORP_002517,2026-04-12T10:20:04.443918+00:00,2026-04-29T10:20:04.443918+00:00,22,CHECKOUT
EDGE_00011816,ACC_002954,ADDRESS,ADDR_OFFICE_001735,2026-04-12T10:20:04.443918+00:00,2026-06-29T10:20:04.443918+00:00,15,CHECKOUT
EDGE_00011817,ACC_002955,DEVICE,DEV_LAPTOP_001993,2026-03-20T05:56:31.814636+00:00,2026-06-27T05:56:31.814636+00:00,17,CHECKOUT
EDGE_00011818,ACC_002955,IP,IP_COWORKING_001063,2026-03-20T05:56:31.814636+00:00,2026-04-07T05:56:31.814636+00:00,18,CHECKOUT
EDGE_00011819,ACC_002955,PAYMENT,CARD_CORP_002518,2026-03-20T05:56:31.814636+00:00,2026-05-12T05:56:31.814636+00:00,27,CHECKOUT
EDGE_00011820,ACC_002955,ADDRESS,ADDR_OFFICE_001736,2026-03-20T05:56:31.814636+00:00,2026-04-28T05:56:31.814636+00:00,5,CHECKOUT
EDGE_00011821,ACC_002956,DEVICE,DEV_LAPTOP_001994,2026-04-08T10:24:13.008770+00:00,2026-07-31T10:24:13.008770+00:00,27,CHECKOUT
EDGE_00011822,ACC_002956,IP,IP_COWORKING_001063,2026-04-08T10:24:13.008770+00:00,2026-05-15T10:24:13.008770+00:00,12,CHECKOUT
EDGE_00011823,ACC_002956,PAYMENT,CARD_CORP_002519,2026-04-08T10:24:13.008770+00:00,2026-05-18T10:24:13.008770+00:00,18,CHECKOUT
EDGE_00011824,ACC_002956,ADDRESS,ADDR_OFFICE_001737,2026-04-08T10:24:13.008770+00:00,2026-08-02T10:24:13.008770+00:00,25,CHECKOUT
EDGE_00011825,ACC_002957,DEVICE,DEV_LAPTOP_001995,2026-11-21T13:45:01.387532+00:00,2027-01-27T13:45:01.387532+00:00,10,CHECKOUT
EDGE_00011826,ACC_002957,IP,IP_COWORKING_001063,2026-11-21T13:45:01.387532+00:00,2027-02-21T13:45:01.387532+00:00,27,CHECKOUT
EDGE_00011827,ACC_002957,PAYMENT,CARD_CORP_002520,2026-11-21T13:45:01.387532+00:00,2027-02-01T13:45:01.387532+00:00,29,CHECKOUT
EDGE_00011828,ACC_002957,ADDRESS,ADDR_OFFICE_001738,2026-11-21T13:45:01.387532+00:00,2027-02-28T13:45:01.387532+00:00,29,CHECKOUT
EDGE_00011829,ACC_002958,DEVICE,DEV_LAPTOP_001996,2026-07-25T17:28:48.738330+00:00,2026-09-06T17:28:48.738330+00:00,14,CHECKOUT
EDGE_00011830,ACC_002958,IP,IP_COWORKING_001063,2026-07-25T17:28:48.738330+00:00,2026-10-18T17:28:48.738330+00:00,17,CHECKOUT
EDGE_00011831,ACC_002958,PAYMENT,CARD_CORP_002521,2026-07-25T17:28:48.738330+00:00,2026-10-21T17:28:48.738330+00:00,7,CHECKOUT
EDGE_00011832,ACC_002958,ADDRESS,ADDR_OFFICE_001739,2026-07-25T17:28:48.738330+00:00,2026-09-28T17:28:48.738330+00:00,14,CHECKOUT
EDGE_00011833,ACC_002959,DEVICE,DEV_LAPTOP_001997,2026-06-14T13:02:07.154447+00:00,2026-07-25T13:02:07.154447+00:00,14,CHECKOUT
EDGE_00011834,ACC_002959,IP,IP_COWORKING_001063,2026-06-14T13:02:07.154447+00:00,2026-07-24T13:02:07.154447+00:00,20,CHECKOUT
EDGE_00011835,ACC_002959,PAYMENT,CARD_CORP_002522,2026-06-14T13:02:07.154447+00:00,2026-10-01T13:02:07.154447+00:00,27,CHECKOUT
EDGE_00011836,ACC_002959,ADDRESS,ADDR_OFFICE_001740,2026-06-14T13:02:07.154447+00:00,2026-08-27T13:02:07.154447+00:00,19,CHECKOUT
EDGE_00011837,ACC_002960,DEVICE,DEV_LAPTOP_001998,2026-12-07T17:46:03.978226+00:00,2026-12-29T17:46:03.978226+00:00,23,CHECKOUT
EDGE_00011838,ACC_002960,IP,IP_COWORKING_001063,2026-12-07T17:46:03.978226+00:00,2027-02-22T17:46:03.978226+00:00,15,CHECKOUT
EDGE_00011839,ACC_002960,PAYMENT,CARD_CORP_002523,2026-12-07T17:46:03.978226+00:00,2026-12-31T17:46:03.978226+00:00,25,CHECKOUT
EDGE_00011840,ACC_002960,ADDRESS,ADDR_OFFICE_001741,2026-12-07T17:46:03.978226+00:00,2027-02-14T17:46:03.978226+00:00,27,CHECKOUT
EDGE_00011841,ACC_002961,DEVICE,DEV_LAPTOP_001999,2026-09-20T04:08:08.893943+00:00,2026-11-24T04:08:08.893943+00:00,5,CHECKOUT
EDGE_00011842,ACC_002961,IP,IP_COWORKING_001063,2026-09-20T04:08:08.893943+00:00,2026-12-03T04:08:08.893943+00:00,24,CHECKOUT
EDGE_00011843,ACC_002961,PAYMENT,CARD_CORP_002524,2026-09-20T04:08:08.893943+00:00,2027-01-09T04:08:08.893943+00:00,23,CHECKOUT
EDGE_00011844,ACC_002961,ADDRESS,ADDR_OFFICE_001742,2026-09-20T04:08:08.893943+00:00,2026-11-10T04:08:08.893943+00:00,24,CHECKOUT
EDGE_00011845,ACC_002962,DEVICE,DEV_LAPTOP_002000,2026-12-17T18:19:31.328476+00:00,2027-01-27T18:19:31.328476+00:00,25,CHECKOUT
EDGE_00011846,ACC_002962,IP,IP_COWORKING_001063,2026-12-17T18:19:31.328476+00:00,2027-02-24T18:19:31.328476+00:00,10,CHECKOUT
EDGE_00011847,ACC_002962,PAYMENT,CARD_CORP_002525,2026-12-17T18:19:31.328476+00:00,2027-01-20T18:19:31.328476+00:00,5,CHECKOUT
EDGE_00011848,ACC_002962,ADDRESS,ADDR_OFFICE_001743,2026-12-17T18:19:31.328476+00:00,2027-03-03T18:19:31.328476+00:00,29,CHECKOUT
EDGE_00011849,ACC_002963,DEVICE,DEV_LAPTOP_002001,2026-12-31T18:48:53.604807+00:00,2027-04-19T18:48:53.604807+00:00,25,CHECKOUT
EDGE_00011850,ACC_002963,IP,IP_COWORKING_001063,2026-12-31T18:48:53.604807+00:00,2027-02-08T18:48:53.604807+00:00,9,CHECKOUT
EDGE_00011851,ACC_002963,PAYMENT,CARD_CORP_002526,2026-12-31T18:48:53.604807+00:00,2027-01-31T18:48:53.604807+00:00,16,CHECKOUT
EDGE_00011852,ACC_002963,ADDRESS,ADDR_OFFICE_001744,2026-12-31T18:48:53.604807+00:00,2027-01-19T18:48:53.604807+00:00,21,CHECKOUT
EDGE_00011853,ACC_002964,DEVICE,DEV_LAPTOP_002002,2026-12-21T01:14:29.775461+00:00,2027-03-13T01:14:29.775461+00:00,10,CHECKOUT
EDGE_00011854,ACC_002964,IP,IP_COWORKING_001063,2026-12-21T01:14:29.775461+00:00,2027-01-07T01:14:29.775461+00:00,25,CHECKOUT
EDGE_00011855,ACC_002964,PAYMENT,CARD_CORP_002527,2026-12-21T01:14:29.775461+00:00,2027-03-29T01:14:29.775461+00:00,22,CHECKOUT
EDGE_00011856,ACC_002964,ADDRESS,ADDR_OFFICE_001745,2026-12-21T01:14:29.775461+00:00,2027-03-15T01:14:29.775461+00:00,7,CHECKOUT
EDGE_00011857,ACC_002965,DEVICE,DEV_LAPTOP_002003,2026-09-22T17:01:02.537982+00:00,2026-10-26T17:01:02.537982+00:00,8,CHECKOUT
EDGE_00011858,ACC_002965,IP,IP_COWORKING_001063,2026-09-22T17:01:02.537982+00:00,2026-11-17T17:01:02.537982+00:00,22,CHECKOUT
EDGE_00011859,ACC_002965,PAYMENT,CARD_CORP_002528,2026-09-22T17:01:02.537982+00:00,2026-11-27T17:01:02.537982+00:00,31,CHECKOUT
EDGE_00011860,ACC_002965,ADDRESS,ADDR_OFFICE_001746,2026-09-22T17:01:02.537982+00:00,2026-12-30T17:01:02.537982+00:00,12,CHECKOUT
EDGE_00011861,ACC_002966,DEVICE,DEV_LAPTOP_002004,2026-03-21T03:57:35.132065+00:00,2026-05-27T03:57:35.132065+00:00,31,CHECKOUT
EDGE_00011862,ACC_002966,IP,IP_COWORKING_001063,2026-03-21T03:57:35.132065+00:00,2026-07-08T03:57:35.132065+00:00,14,CHECKOUT
EDGE_00011863,ACC_002966,PAYMENT,CARD_CORP_002529,2026-03-21T03:57:35.132065+00:00,2026-05-08T03:57:35.132065+00:00,5,CHECKOUT
