merchant_id,scenario,baseline_tx_count,current_tx_count,baseline_fraud_count,current_fraud_count,baseline_fraud_rate,current_fraud_rate,baseline_device_count,current_device_count,baseline_suspicious_score,current_suspicious_score,fraud_spike_label,fraud_rate_delta,fraud_rate_ratio,volume_surge_ratio,device_concentration_ratio,suspicious_score_delta
MERCH_STD_00565,standard_stable,1862,88,38,2,0.0205,0.0178,1519,68,0.0241,0.1133,0,-0.0027,0.8689,1.1343,1.2941,0.0892
MERCH_STD_00595,standard_stable,2873,103,86,4,0.03,0.035,2443,85,0.0721,0.1104,0,0.005,1.1661,0.8604,1.2118,0.0383
MERCH_HIBAS_00216,high_stable_fraud,1254,61,198,9,0.1585,0.1462,962,37,0.3893,0.3561,0,-0.0123,0.9224,1.1675,1.6486,-0.0332
MERCH_STD_00801,standard_stable,1596,78,16,1,0.0102,0.0106,1245,63,0.0232,0.0374,0,0.0004,1.0388,1.1729,1.2381,0.0142
MERCH_STD_01053,standard_stable,2093,81,62,2,0.0301,0.0243,1499,62,0.098,0.0747,0,-0.0058,0.8079,0.9288,1.3065,-0.0233
MERCH_SPIKE_ATO_00188,targeted_ato_surge,1091,100,36,38,0.0339,0.3827,872,40,0.0828,0.7921,1,0.3488,11.2588,2.1998,2.5,0.7093
MERCH_STD_00899,standard_stable,731,32,10,1,0.0138,0.0162,536,25,0.0282,0.0539,0,0.0024,1.1727,1.0506,1.28,0.0257
MERCH_SPIKE_RUSH_00451,syndicate_bot_rush,601,156,15,76,0.0259,0.4898,492,60,0.0366,0.671,1,0.4639,18.8423,6.2296,2.6,0.6344
MERCH_SPIKE_RUSH_00280,syndicate_bot_rush,1599,359,27,179,0.0175,0.4991,1311,158,0.033,0.8544,1,0.4816,28.3636,5.3884,2.2722,0.8214
MERCH_STD_01233,standard_stable,3242,122,86,3,0.0266,0.0285,2512,86,0.0853,0.0252,0,0.0019,1.0712,0.9031,1.4186,-0.0601
MERCH_STD_00867,standard_stable,2576,114,44,2,0.0173,0.0165,1942,84,0.0843,0.0554,0,-0.0008,0.954,1.0621,1.3571,-0.0289
MERCH_SPIKE_RUSH_00016,syndicate_bot_rush,1860,269,19,85,0.0106,0.317,1525,115,0.0798,0.8352,1,0.3064,29.6355,3.471,2.3391,0.7554
MERCH_STD_00770,standard_stable,2900,116,73,3,0.0253,0.022,2181,102,0.0447,0.1175,0,-0.0033,0.8701,0.96,1.1373,0.0728
MERCH_SPIKE_ATO_00025,targeted_ato_surge,780,67,25,32,0.0321,0.4784,624,22,0.0952,0.6861,1,0.4463,14.8602,2.0615,3.0455,0.5909
MERCH_STD_01094,standard_stable,2086,83,81,3,0.039,0.0345,1537,68,0.0368,0.0753,0,-0.0045,0.8849,0.9549,1.2206,0.0385
MERCH_STD_00926,standard_stable,1194,52,32,1,0.027,0.0267,881,43,0.0264,0.0785,0,-0.0003,0.9889,1.0452,1.2093,0.0521
MERCH_STD_00540,standard_stable,2930,100,40,2,0.0138,0.0163,2322,82,0.0219,0.0479,0,0.0025,1.1799,0.8191,1.2195,0.026
MERCH_STD_01174,standard_stable,751,28,26,1,0.0353,0.0356,647,20,0.0703,0.0631,0,0.0003,1.0085,0.8948,1.4,-0.0072
MERCH_SPIKE_RUSH_00306,syndicate_bot_rush,1040,276,23,93,0.023,0.3383,852,84,0.0374,0.7588,1,0.3153,14.6494,6.3692,3.2857,0.7214
MERCH_ORG_00093,organic_growth,1210,65,13,2,0.0111,0.0298,1028,55,0.0666,0.0615,0,0.0187,2.6696,1.2893,1.1818,-0.0051
MERCH_STD_00766,standard_stable,3414,149,61,3,0.0179,0.0188,2814,113,0.0251,0.041,0,0.0009,1.05,1.0475,1.3186,0.0159
MERCH_SPIKE_RUSH_00186,syndicate_bot_rush,1891,319,20,93,0.0111,0.2902,1550,139,0.0535,0.9343,1,0.2791,25.9196,4.0487,2.295,0.8808
MERCH_STD_00399,standard_stable,1810,78,67,3,0.0375,0.0359,1442,66,0.0434,0.1004,0,-0.0016,0.9574,1.0343,1.1818,0.057
MERCH_STD_01334,standard_stable,1854,73,52,2,0.0285,0.0268,1325,65,0.034,0.0455,0,-0.0017,0.9406,0.945,1.1231,0.0115
MERCH_STD_00078,standard_stable,1617,66,41,2,0.0259,0.0268,1343,50,0.0393,0.0522,0,0.0009,1.0346,0.9796,1.32,0.0129
MERCH_STD_00954,standard_stable,1322,55,19,1,0.0147,0.0139,1066,38,0.0879,0.0562,0,-0.0008,0.9459,0.9985,1.4474,-0.0317
MERCH_HIBAS_00265,high_stable_fraud,1411,70,206,10,0.1462,0.139,1067,50,0.291,0.3,0,-0.0072,0.9508,1.1906,1.4,0.009
MERCH_HIBAS_00130,high_stable_fraud,1128,44,125,5,0.1112,0.1177,813,33,0.3265,0.3146,0,0.0065,1.0584,0.9362,1.3333,-0.0119
MERCH_FLASH_00433,flash_sale_high_vol,820,172,16,4,0.0197,0.0234,662,162,0.0762,0.0541,0,0.0037,1.1869,5.0341,1.0617,-0.0221
MERCH_SPIKE_RUSH_00345,syndicate_bot_rush,668,82,14,23,0.0224,0.2837,547,23,0.0249,0.9344,1,0.2613,12.6133,2.9461,3.5652,0.9095
MERCH_FLASH_00225,flash_sale_high_vol,1580,289,29,7,0.0187,0.0248,1378,257,0.0489,0.094,0,0.0061,1.3245,4.3899,1.1245,0.0451
MERCH_FLASH_00097,flash_sale_high_vol,909,186,15,2,0.0173,0.0085,697,157,0.0651,0.036,0,-0.0088,0.4943,4.9109,1.1847,-0.0291
MERCH_SPIKE_ATO_00180,targeted_ato_surge,602,59,9,32,0.0151,0.5503,481,24,0.0535,0.8623,1,0.5352,36.2105,2.3522,2.4583,0.8088
MERCH_NOISE_00253,low_volume_noise,55,2,1,0,0.0182,0.0,49,2,0.107,0.0252,0,-0.0182,0.0055,0.8727,1.0,-0.0818
MERCH_STD_00131,standard_stable,1792,76,31,1,0.0177,0.0177,1523,60,0.0494,0.0419,0,0.0,1.0,1.0179,1.2667,-0.0075
MERCH_STD_00881,standard_stable,2459,107,84,4,0.0344,0.0392,1816,78,0.0552,0.0205,0,0.0048,1.1391,1.0443,1.3718,-0.0347
MERCH_FLASH_00101,flash_sale_high_vol,870,192,22,2,0.0262,0.0118,751,165,0.0701,0.0874,0,-0.0144,0.4525,5.2966,1.1636,0.0173
MERCH_FLASH_00604,flash_sale_high_vol,1007,284,27,7,0.0274,0.0239,863,240,0.0683,0.0983,0,-0.0035,0.8727,6.7686,1.1833,0.03
MERCH_STD_00020,standard_stable,1985,78,75,2,0.0381,0.0312,1562,70,0.0913,0.0949,0,-0.0069,0.8194,0.9431,1.1143,0.0036
MERCH_STD_01436,standard_stable,3397,132,119,5,0.0351,0.037,2756,116,0.0343,0.0405,0,0.0019,1.054,0.9326,1.1379,0.0062
MERCH_STD_00488,standard_stable,2084,76,78,2,0.0375,0.0323,1758,62,0.0361,0.096,0,-0.0052,0.8617,0.8752,1.2258,0.0599
MERCH_FLASH_00260,flash_sale_high_vol,1662,373,33,9,0.0199,0.024,1444,352,0.0708,0.1035,0,0.0041,1.205,5.3863,1.0597,0.0327
MERCH_STD_00483,standard_stable,2204,76,30,1,0.0138,0.0142,1646,64,0.096,0.0966,0,0.0004,1.0288,0.8276,1.1875,0.0006
MERCH_STD_01320,standard_stable,2469,99,24,1,0.0101,0.0096,2119,70,0.0239,0.082,0,-0.0005,0.951,0.9623,1.4143,0.0581
MERCH_NOISE_00195,low_volume_noise,56,2,0,0,0.0,0.0,50,2,0.0806,0.1048,0,0.0,1.0,0.8571,1.0,0.0242
MERCH_SPIKE_ATO_00196,targeted_ato_surge,514,42,12,15,0.0245,0.3669,411,18,0.0528,0.8338,1,0.3424,14.9187,1.9611,2.3333,0.781
MERCH_STD_00879,standard_stable,3540,129,136,5,0.0386,0.0404,3064,103,0.049,0.1185,0,0.0018,1.0465,0.8746,1.2524,0.0695
MERCH_STD_00296,standard_stable,3300,123,89,3,0.027,0.024,2864,95,0.0515,0.0446,0,-0.003,0.8893,0.8945,1.2947,-0.0069
MERCH_HIBAS_00097,high_stable_fraud,1216,52,176,8,0.145,0.1536,910,41,0.3716,0.2614,0,0.0086,1.0593,1.0263,1.2683,-0.1102
MERCH_STD_00596,standard_stable,3440,134,77,3,0.0225,0.0254,2851,95,0.0314,0.11,0,0.0029,1.1283,0.9349,1.4105,0.0786
MERCH_SPIKE_RUSH_00054,syndicate_bot_rush,905,136,20,48,0.023,0.3527,742,47,0.0997,0.7941,1,0.3297,15.2727,3.6066,2.8936,0.6944
MERCH_SPIKE_ATO_00118,targeted_ato_surge,885,91,29,37,0.0337,0.4047,708,36,0.036,0.7536,1,0.371,11.9763,2.4678,2.5278,0.7176
MERCH_STD_01445,standard_stable,3153,137,110,5,0.0352,0.0336,2651,117,0.0586,0.0625,0,-0.0016,0.9547,1.0428,1.1709,0.0039
MERCH_FLASH_00380,flash_sale_high_vol,2182,670,40,12,0.0186,0.0179,1866,559,0.0468,0.0633,0,-0.0007,0.9626,7.3694,1.1986,0.0165
MERCH_FLASH_00630,flash_sale_high_vol,715,192,7,4,0.0104,0.0186,594,173,0.047,0.0338,0,0.0082,1.781,6.4448,1.1098,-0.0132
MERCH_STD_01200,standard_stable,3040,112,118,4,0.0391,0.04,2239,85,0.0952,0.1068,0,0.0009,1.023,0.8842,1.3176,0.0116
MERCH_ORG_00101,organic_growth,930,51,17,1,0.0191,0.0188,790,43,0.0298,0.0224,0,-0.0003,0.9844,1.3161,1.186,-0.0074
MERCH_STD_00730,standard_stable,1459,64,55,3,0.0383,0.0412,1189,51,0.0693,0.1098,0,0.0029,1.0755,1.0528,1.2549,0.0405
MERCH_STD_00271,standard_stable,3197,120,88,4,0.0276,0.0298,2849,98,0.0731,0.0637,0,0.0022,1.0794,0.9008,1.2245,-0.0094
MERCH_ORG_00021,organic_growth,1152,68,32,2,0.0282,0.0337,979,57,0.0223,0.0391,0,0.0055,1.1943,1.4167,1.193,0.0168
MERCH_STD_01088,standard_stable,1181,44,34,1,0.0292,0.0277,877,38,0.0389,0.0321,0,-0.0015,0.9488,0.8942,1.1579,-0.0068
MERCH_SPIKE_RUSH_00040,syndicate_bot_rush,1234,236,17,117,0.0142,0.497,1011,103,0.0459,0.7018,1,0.4828,34.7622,4.59,2.2913,0.6559
MERCH_STD_00432,standard_stable,1863,79,69,3,0.0374,0.0369,1667,55,0.099,0.1049,0,-0.0005,0.9867,1.0177,1.4364,0.0059
MERCH_SPIKE_RUSH_00102,syndicate_bot_rush,743,158,14,71,0.0195,0.4523,609,51,0.0211,0.656,1,0.4328,23.0816,5.1036,3.098,0.6349
MERCH_STD_01385,standard_stable,1167,44,39,2,0.0339,0.0381,899,31,0.0263,0.1043,0,0.0042,1.1235,0.9049,1.4194,0.078
MERCH_STD_01068,standard_stable,1595,71,61,3,0.0383,0.0387,1429,54,0.0954,0.0895,0,0.0004,1.0104,1.0683,1.3148,-0.0059
MERCH_SPIKE_ATO_00125,targeted_ato_surge,959,79,34,36,0.0355,0.4588,767,34,0.0684,0.7177,1,0.4233,12.8904,1.9771,2.3235,0.6493
MERCH_SPIKE_ATO_00071,targeted_ato_surge,863,120,20,68,0.0235,0.5677,690,51,0.0837,0.6827,1,0.5442,24.0593,3.3372,2.3529,0.599
MERCH_STD_01455,standard_stable,1474,72,52,2,0.0359,0.0338,1235,57,0.0809,0.059,0,-0.0021,0.9417,1.1723,1.2632,-0.0219
MERCH_STD_01447,standard_stable,1125,49,34,1,0.0307,0.0293,833,43,0.0555,0.0808,0,-0.0014,0.9545,1.0453,1.1395,0.0253
MERCH_SPIKE_RUSH_00071,syndicate_bot_rush,972,268,28,103,0.0298,0.3844,797,71,0.0301,0.7233,1,0.3546,12.8595,6.6173,3.7746,0.6932
MERCH_STD_00102,standard_stable,1473,65,53,3,0.0363,0.0433,1320,57,0.0257,0.0338,0,0.007,1.1923,1.0591,1.1404,0.0081
MERCH_SPIKE_RUSH_00087,syndicate_bot_rush,1109,134,21,34,0.0196,0.2535,909,52,0.076,0.6845,1,0.2339,12.8731,2.8999,2.5769,0.6085
MERCH_FLASH_00011,flash_sale_high_vol,2088,632,57,8,0.0277,0.0127,1793,600,0.0346,0.0726,0,-0.015,0.4604,7.2644,1.0533,0.038
MERCH_STD_00440,standard_stable,3780,125,118,4,0.0314,0.0326,3393,111,0.0285,0.0596,0,0.0012,1.0381,0.7937,1.1261,0.0311
MERCH_HIBAS_00334,high_stable_fraud,1111,45,129,5,0.1164,0.1138,757,32,0.2951,0.2964,0,-0.0026,0.9777,0.9721,1.4062,0.0013
MERCH_STD_01282,standard_stable,2395,85,27,1,0.0115,0.0125,1727,63,0.0599,0.0364,0,0.001,1.0862,0.8518,1.3492,-0.0235
MERCH_SPIKE_ATO_00044,targeted_ato_surge,385,43,8,13,0.0208,0.2924,308,16,0.1035,0.6073,1,0.2716,13.9952,2.6805,2.6875,0.5038
MERCH_STD_00119,standard_stable,1307,60,25,1,0.0196,0.0188,1094,42,0.052,0.1075,0,-0.0008,0.9594,1.1018,1.4286,0.0555
MERCH_STD_00653,standard_stable,826,34,24,1,0.0291,0.0247,603,24,0.0582,0.0807,0,-0.0044,0.8493,0.9879,1.4167,0.0225
MERCH_STD_00995,standard_stable,675,24,15,1,0.0235,0.0216,540,18,0.0976,0.0675,0,-0.0019,0.9195,0.8533,1.3333,-0.0301
MERCH_STD_00846,standard_stable,3753,140,45,2,0.012,0.0139,3203,118,0.0734,0.0615,0,0.0019,1.157,0.8953,1.1864,-0.0119
MERCH_FLASH_00541,flash_sale_high_vol,1601,349,36,3,0.023,0.0097,1451,329,0.0463,0.0823,0,-0.0133,0.4242,5.2317,1.0608,0.036
MERCH_SPIKE_ATO_00310,targeted_ato_surge,460,46,7,26,0.0166,0.5731,368,16,0.1054,0.7576,1,0.5565,34.3234,2.4,2.875,0.6522
MERCH_NOISE_00164,low_volume_noise,64,1,2,0,0.0312,0.0,57,1,0.0327,0.2337,0,-0.0312,0.0032,0.375,1.0,0.201
MERCH_SPIKE_RUSH_00355,syndicate_bot_rush,1880,528,27,241,0.0147,0.4557,1541,214,0.0567,0.7102,1,0.441,30.7973,6.7404,2.4673,0.6535
MERCH_SPIKE_RUSH_00034,syndicate_bot_rush,808,208,11,86,0.0141,0.4138,662,64,0.0451,0.7612,1,0.3997,29.1479,6.1782,3.25,0.7161
MERCH_STD_00940,standard_stable,710,28,27,1,0.0392,0.0326,632,24,0.0725,0.0751,0,-0.0066,0.8321,0.9465,1.1667,0.0026
MERCH_STD_01144,standard_stable,3261,127,45,2,0.0138,0.0152,2834,97,0.0249,0.0866,0,0.0014,1.1007,0.9347,1.3093,0.0617
MERCH_ORG_00015,organic_growth,625,37,6,1,0.0102,0.0306,531,31,0.0366,0.0291,0,0.0204,2.9806,1.4208,1.1935,-0.0075
MERCH_STD_00459,standard_stable,3173,121,126,5,0.0399,0.0402,2525,104,0.0927,0.0931,0,0.0003,1.0075,0.9152,1.1635,0.0004
MERCH_STD_00276,standard_stable,591,25,9,0,0.0158,0.0186,473,18,0.0285,0.0538,0,0.0028,1.1761,1.0152,1.3889,0.0253
MERCH_STD_00562,standard_stable,3344,150,75,3,0.0227,0.0193,2887,113,0.0639,0.075,0,-0.0034,0.8509,1.0766,1.3274,0.0111
MERCH_STD_01252,standard_stable,1336,55,48,2,0.0364,0.0333,951,40,0.0649,0.0884,0,-0.0031,0.9151,0.988,1.375,0.0235
MERCH_STD_00197,standard_stable,781,31,31,1,0.0397,0.0339,675,25,0.082,0.0831,0,-0.0058,0.8543,0.9526,1.24,0.0011
MERCH_STD_00006,standard_stable,2923,131,54,2,0.0186,0.0159,2162,91,0.083,0.0865,0,-0.0027,0.8556,1.0756,1.4396,0.0035
MERCH_STD_00396,standard_stable,2972,128,112,5,0.0378,0.038,2503,102,0.0924,0.0384,0,0.0002,1.0053,1.0336,1.2549,-0.054
MERCH_STD_00247,standard_stable,3080,157,41,2,0.0134,0.0158,2349,121,0.0562,0.0616,0,0.0024,1.1778,1.2234,1.2975,0.0054
MERCH_SPIKE_ATO_00202,targeted_ato_surge,550,55,11,18,0.0213,0.3261,440,17,0.0659,0.7443,1,0.3048,15.243,2.4,3.2353,0.6784
MERCH_NOISE_00230,low_volume_noise,60,2,0,0,0.0,0.0,54,2,0.0494,0.1676,0,0.0,1.0,0.8,1.0,0.1182
MERCH_FLASH_00253,flash_sale_high_vol,1558,493,45,5,0.0291,0.0099,1266,432,0.0752,0.1035,0,-0.0192,0.3425,7.5944,1.1412,0.0283
MERCH_STD_00877,standard_stable,647,25,12,1,0.0189,0.0205,538,20,0.0929,0.0303,0,0.0016,1.0842,0.9274,1.25,-0.0626
MERCH_STD_00592,standard_stable,1379,69,39,2,0.029,0.0237,1005,50,0.0682,0.1121,0,-0.0053,0.8179,1.2009,1.38,0.0439
MERCH_FLASH_00134,flash_sale_high_vol,1356,278,31,3,0.0233,0.0117,1174,223,0.0534,0.0682,0,-0.0116,0.5043,4.9204,1.2466,0.0148
MERCH_SPIKE_RUSH_00288,syndicate_bot_rush,1535,424,29,96,0.0189,0.2273,1258,151,0.0259,0.7264,1,0.2084,11.9684,6.6293,2.8079,0.7005
MERCH_SPIKE_ATO_00070,targeted_ato_surge,562,73,11,27,0.0198,0.3689,449,28,0.0914,0.8598,1,0.3491,18.5427,3.1174,2.6071,0.7684
MERCH_STD_00438,standard_stable,592,23,10,0,0.0179,0.019,473,16,0.0258,0.0386,0,0.0011,1.0611,0.9324,1.4375,0.0128
MERCH_FLASH_00235,flash_sale_high_vol,1126,222,23,3,0.021,0.0127,876,188,0.0659,0.0409,0,-0.0083,0.6066,4.7318,1.1809,-0.025
MERCH_STD_01335,standard_stable,1315,50,43,2,0.0329,0.0389,934,43,0.0248,0.0591,0,0.006,1.1818,0.9125,1.1628,0.0343
MERCH_STD_00667,standard_stable,2208,103,60,3,0.0274,0.0314,1907,81,0.0295,0.0769,0,0.004,1.1455,1.1196,1.2716,0.0474
MERCH_SPIKE_ATO_00295,targeted_ato_surge,942,113,34,60,0.0367,0.5308,753,50,0.0706,0.8194,1,0.4941,14.4266,2.879,2.26,0.7488
MERCH_STD_00942,standard_stable,1589,65,54,2,0.0341,0.0276,1202,48,0.0835,0.0649,0,-0.0065,0.8099,0.9817,1.3542,-0.0186
MERCH_STD_00068,standard_stable,2981,126,99,4,0.0335,0.0283,2523,99,0.0642,0.0854,0,-0.0052,0.8452,1.0144,1.2727,0.0212
MERCH_NOISE_00256,low_volume_noise,78,3,0,1,0.0,0.3333,70,3,0.0764,0.1666,0,0.3333,3334.0,0.9231,1.0,0.0902
MERCH_FLASH_00206,flash_sale_high_vol,1294,297,14,6,0.0114,0.0218,1008,268,0.0476,0.0364,0,0.0104,1.9043,5.5085,1.1082,-0.0112
MERCH_SPIKE_RUSH_00334,syndicate_bot_rush,708,156,19,52,0.028,0.3321,580,66,0.0928,0.8666,1,0.3041,11.8221,5.2881,2.3636,0.7738
MERCH_STD_01114,standard_stable,2813,110,89,3,0.0318,0.0291,2144,98,0.0372,0.0329,0,-0.0027,0.9154,0.9385,1.1224,-0.0043
MERCH_NOISE_00282,low_volume_noise,91,3,0,0,0.0,0.0,81,3,0.0605,0.1678,0,0.0,1.0,0.7912,1.0,0.1073
MERCH_SPIKE_RUSH_00464,syndicate_bot_rush,785,243,25,75,0.0322,0.3094,643,83,0.0985,0.8498,1,0.2772,9.582,7.4293,2.9277,0.7513
MERCH_HIBAS_00141,high_stable_fraud,1935,85,219,9,0.1133,0.1093,1384,52,0.3711,0.413,0,-0.004,0.9647,1.0543,1.6346,0.0419
MERCH_STD_00715,standard_stable,819,31,19,1,0.024,0.0231,645,22,0.0933,0.0799,0,-0.0009,0.9627,0.9084,1.4091,-0.0134
MERCH_STD_00278,standard_stable,3618,142,92,3,0.0257,0.0227,3125,113,0.0227,0.0883,0,-0.003,0.8837,0.942,1.2566,0.0656
MERCH_STD_01126,standard_stable,1283,52,49,2,0.0385,0.0367,1123,37,0.0587,0.1045,0,-0.0018,0.9534,0.9727,1.4054,0.0458
MERCH_SPIKE_ATO_00108,targeted_ato_surge,554,61,15,28,0.0275,0.4543,443,20,0.0917,0.6251,1,0.4268,16.4638,2.6426,3.05,0.5334
MERCH_SPIKE_RUSH_00400,syndicate_bot_rush,1755,429,54,96,0.0312,0.2241,1439,148,0.0368,0.6951,1,0.1929,7.1629,5.8667,2.8986,0.6583
MERCH_FLASH_00560,flash_sale_high_vol,2286,696,24,15,0.0107,0.021,1964,620,0.0331,0.0493,0,0.0103,1.9537,7.3071,1.1226,0.0162
MERCH_STD_00783,standard_stable,3524,123,105,3,0.0298,0.0249,2630,109,0.097,0.0582,0,-0.0049,0.8361,0.8377,1.1284,-0.0388
MERCH_STD_00788,standard_stable,1159,50,37,1,0.0327,0.0297,853,38,0.0584,0.0774,0,-0.003,0.9085,1.0354,1.3158,0.019
MERCH_FLASH_00497,flash_sale_high_vol,1878,569,24,6,0.0128,0.0098,1444,489,0.0203,0.0949,0,-0.003,0.7674,7.2716,1.1636,0.0746
MERCH_SPIKE_RUSH_00065,syndicate_bot_rush,1079,267,22,86,0.021,0.3205,884,114,0.0537,0.7525,1,0.2995,15.1943,5.9388,2.3421,0.6988
MERCH_FLASH_00592,flash_sale_high_vol,1217,269,31,4,0.0261,0.0145,961,238,0.0596,0.0587,0,-0.0116,0.5573,5.3048,1.1303,-0.0009
MERCH_SPIKE_ATO_00215,targeted_ato_surge,1167,124,40,68,0.0345,0.5522,933,41,0.0988,0.788,1,0.5177,15.9624,2.5501,3.0244,0.6892
MERCH_STD_00490,standard_stable,2539,115,46,2,0.0182,0.0189,2244,89,0.09,0.0363,0,0.0007,1.0383,1.087,1.2921,-0.0537
MERCH_HIBAS_00058,high_stable_fraud,498,23,69,3,0.1401,0.1441,358,15,0.3386,0.3774,0,0.004,1.0285,1.1084,1.5333,0.0388
MERCH_STD_00332,standard_stable,3283,117,60,2,0.0183,0.0191,2341,87,0.0249,0.0749,0,0.0008,1.0435,0.8553,1.3448,0.05
MERCH_STD_01395,standard_stable,2937,125,36,2,0.0124,0.0126,2277,103,0.0605,0.1137,0,0.0002,1.016,1.0215,1.2136,0.0532
MERCH_HIBAS_00091,high_stable_fraud,1812,73,235,10,0.1298,0.1425,1375,45,0.3412,0.3324,0,0.0127,1.0978,0.9669,1.6222,-0.0088
MERCH_STD_00242,standard_stable,2014,85,35,1,0.0177,0.0152,1551,69,0.0531,0.1024,0,-0.0025,0.8596,1.0129,1.2319,0.0493
MERCH_SPIKE_ATO_00018,targeted_ato_surge,494,66,15,32,0.0313,0.4828,395,27,0.0608,0.6347,1,0.4515,15.379,3.2065,2.4444,0.5739
MERCH_HIBAS_00161,high_stable_fraud,983,40,149,6,0.152,0.1502,747,28,0.3901,0.33,0,-0.0018,0.9882,0.9766,1.4286,-0.0601
MERCH_STD_00916,standard_stable,893,36,22,1,0.0256,0.0243,635,32,0.0996,0.0565,0,-0.0013,0.9494,0.9675,1.125,-0.0431
MERCH_FLASH_00189,flash_sale_high_vol,918,220,26,3,0.029,0.0147,701,189,0.0783,0.0925,0,-0.0143,0.5086,5.7516,1.164,0.0142
MERCH_SPIKE_ATO_00106,targeted_ato_surge,456,61,16,33,0.0363,0.5397,364,25,0.0363,0.5761,1,0.5034,14.8297,3.2105,2.44,0.5398
MERCH_STD_01377,standard_stable,2188,95,34,2,0.0156,0.0172,1861,73,0.0615,0.0964,0,0.0016,1.1019,1.042,1.3014,0.0349
MERCH_STD_00059,standard_stable,978,38,13,1,0.0136,0.0161,879,32,0.0449,0.0888,0,0.0025,1.1825,0.9325,1.1875,0.0439
MERCH_STD_00028,standard_stable,2181,91,78,3,0.036,0.0347,1689,71,0.0722,0.1067,0,-0.0013,0.964,1.0014,1.2817,0.0345
MERCH_FLASH_00462,flash_sale_high_vol,1971,368,32,7,0.0167,0.0198,1762,340,0.0576,0.0505,0,0.0031,1.1845,4.481,1.0824,-0.0071
MERCH_STD_01103,standard_stable,880,34,14,1,0.0161,0.0167,623,24,0.0977,0.0865,0,0.0006,1.037,0.9273,1.4167,-0.0112
MERCH_STD_01319,standard_stable,3281,131,68,3,0.021,0.0198,2811,96,0.0373,0.0239,0,-0.0012,0.9431,0.9582,1.3646,-0.0134
MERCH_STD_00865,standard_stable,1188,48,19,1,0.016,0.0177,901,38,0.0378,0.0579,0,0.0017,1.1056,0.9697,1.2632,0.0201
MERCH_SPIKE_RUSH_00364,syndicate_bot_rush,1142,352,20,161,0.0176,0.4564,936,131,0.0291,0.9052,1,0.4388,25.791,7.3975,2.687,0.8761
MERCH_SPIKE_ATO_00312,targeted_ato_surge,1028,96,27,50,0.0267,0.5198,822,41,0.048,0.7024,1,0.4931,19.3993,2.2412,2.3415,0.6544
MERCH_FLASH_00165,flash_sale_high_vol,2449,662,55,6,0.0228,0.0085,2014,558,0.0695,0.091,0,-0.0143,0.3755,6.4875,1.1864,0.0215
MERCH_SPIKE_RUSH_00195,syndicate_bot_rush,817,134,9,31,0.0121,0.2326,669,42,0.0858,0.8161,1,0.2205,19.0738,3.9364,3.1905,0.7303
MERCH_HIBAS_00370,high_stable_fraud,1915,71,223,8,0.1169,0.1176,1227,52,0.337,0.2691,0,0.0007,1.006,0.8898,1.3654,-0.0679
MERCH_STD_00567,standard_stable,3623,155,111,5,0.0307,0.0347,3160,125,0.0436,0.0223,0,0.004,1.1299,1.0268,1.24,-0.0213
MERCH_FLASH_00230,flash_sale_high_vol,2068,487,23,10,0.0112,0.0209,1795,461,0.0416,0.0548,0,0.0097,1.8584,5.6518,1.0564,0.0132
MERCH_SPIKE_RUSH_00375,syndicate_bot_rush,1368,320,30,99,0.0221,0.3108,1121,81,0.0372,0.8909,1,0.2887,14.0045,5.614,3.9506,0.8537
MERCH_SPIKE_RUSH_00257,syndicate_bot_rush,1162,309,12,135,0.0106,0.437,952,87,0.0709,0.8298,1,0.4264,40.8505,6.3821,3.5517,0.7589
MERCH_SPIKE_RUSH_00341,syndicate_bot_rush,842,234,25,75,0.0297,0.3205,690,61,0.0335,0.839,1,0.2908,10.7584,6.6698,3.8361,0.8055
MERCH_FLASH_00050,flash_sale_high_vol,1369,245,30,3,0.0223,0.0109,1075,212,0.0348,0.0424,0,-0.0114,0.4911,4.2951,1.1557,0.0076
MERCH_FLASH_00470,flash_sale_high_vol,1887,486,40,7,0.0217,0.0136,1554,405,0.031,0.1025,0,-0.0081,0.6284,6.1812,1.2,0.0715
MERCH_FLASH_00002,flash_sale_high_vol,1833,344,18,7,0.01,0.0211,1400,306,0.0715,0.0967,0,0.0111,2.099,4.5041,1.1242,0.0252
MERCH_STD_00463,standard_stable,1776,73,45,2,0.0257,0.0294,1383,60,0.0399,0.0219,0,0.0037,1.1434,0.9865,1.2167,-0.018
MERCH_FLASH_00555,flash_sale_high_vol,1812,399,29,5,0.0161,0.0132,1399,346,0.0472,0.0671,0,-0.0029,0.821,5.2848,1.1532,0.0199
MERCH_FLASH_00627,flash_sale_high_vol,1918,437,34,5,0.0181,0.0105,1546,407,0.0261,0.1162,0,-0.0076,0.5824,5.4682,1.0737,0.0901
MERCH_STD_01342,standard_stable,2607,100,38,1,0.0147,0.012,2115,89,0.0544,0.119,0,-0.0027,0.8176,0.9206,1.1236,0.0646
MERCH_NOISE_00132,low_volume_noise,94,2,1,0,0.0106,0.0,84,2,0.1469,0.082,0,-0.0106,0.0093,0.5106,1.0,-0.0649
MERCH_SPIKE_RUSH_00209,syndicate_bot_rush,595,116,19,40,0.0323,0.3457,487,37,0.049,0.7714,1,0.3134,10.6728,4.679,3.1351,0.7224
MERCH_FLASH_00194,flash_sale_high_vol,1010,279,29,4,0.0289,0.0142,791,264,0.0632,0.0496,0,-0.0147,0.4931,6.6297,1.0568,-0.0136
