account_id,order_count,return_count,refund_count,total_spend,average_order_value,account_age_days,device_count,ip_count,payment_instrument_count,return_rate,refund_rate,high_value_order_count,suspicious_activity_score,device_type,primary_payment_method,abuse_label
ACC_LEGIT_STD_00904,10,4,4,828.5,83.96,332,1,1,2,0.4,0.4,0,0.0116,mobile_android,paypal,0
ACC_LEGIT_NEW_00008,1,0,0,60.32,60.32,21,2,1,1,0.0,0.0,0,0.052,mobile_ios,credit_card,0
ACC_RING_051_0119,6,4,3,509.22,84.87,28,5,3,4,0.6667,0.5,3,0.9779,emulator_bot,crypto_gift_card,1
ACC_LEGIT_STD_00588,5,0,0,496.46,95.55,194,2,1,1,0.0,0.0,0,0.0325,mobile_ios,credit_card,0
ACC_LEGIT_STD_01161,4,0,0,57.09,15.0,141,1,1,1,0.0,0.0,1,0.0273,mobile_ios,debit_card,0
ACC_LEGIT_STD_01527,5,0,0,422.59,90.04,321,3,1,1,0.0,0.0,2,0.1859,mobile_android,credit_card,0
ACC_LEGIT_NEW_00022,2,0,0,72.28,36.14,11,1,1,1,0.0,0.0,0,0.0355,desktop_chrome,apple_pay,0
ACC_LEGIT_ACT_00545,26,5,4,3056.55,113.94,110,2,2,1,0.1923,0.1538,4,0.4626,desktop_chrome,paypal,0
ACC_LEGIT_STD_00534,5,1,1,312.78,58.65,268,2,2,1,0.2,0.2,0,0.0208,mobile_ios,credit_card,0
ACC_LEGIT_STD_01877,12,0,0,704.46,57.23,420,1,1,1,0.0,0.0,1,0.0211,mobile_ios,credit_card,0
ACC_LEGIT_STD_00405,11,0,0,971.13,82.17,784,2,1,1,0.0,0.0,0,0.001,mobile_ios,credit_card,0
ACC_LEGIT_STD_02817,5,0,0,483.13,103.95,415,1,3,1,0.0,0.0,2,0.059,mobile_ios,credit_card,0
ACC_LEGIT_STD_01382,10,1,1,984.86,107.04,621,1,1,3,0.1,0.1,1,0.0022,mobile_ios,credit_card,0
ACC_LEGIT_STD_01469,4,0,0,381.36,90.26,121,1,1,1,0.0,0.0,0,0.1882,mobile_ios,paypal,0
ACC_LEGIT_STD_00850,14,1,1,468.33,35.36,619,1,3,3,0.0714,0.0714,2,0.1986,desktop_chrome,debit_card,0
ACC_LEGIT_ACT_00652,38,10,9,2586.65,70.42,665,2,1,1,0.2632,0.2368,8,0.4656,desktop_chrome,credit_card,0
ACC_LEGIT_ACT_00790,53,12,10,3092.11,60.47,623,1,2,1,0.2264,0.1887,6,0.1853,mobile_ios,paypal,0
ACC_LEGIT_STD_02157,8,1,0,464.78,55.25,408,2,1,1,0.125,0.0,0,0.0694,mobile_ios,debit_card,0
ACC_LEGIT_STD_00777,10,0,0,301.53,29.96,579,1,1,1,0.0,0.0,0,0.1341,mobile_android,credit_card,0
ACC_LEGIT_STD_00959,15,0,0,1069.12,70.84,758,1,1,2,0.0,0.0,2,0.0026,mobile_android,apple_pay,0
ACC_LEGIT_STD_01141,10,0,0,648.9,65.28,463,1,2,1,0.0,0.0,1,0.1817,mobile_ios,credit_card,0
ACC_LEGIT_NEW_00151,3,0,0,90.21,30.07,18,1,1,1,0.0,0.0,0,0.0645,mobile_android,apple_pay,0
ACC_LEGIT_ACT_00696,38,14,11,4379.31,119.48,219,2,2,1,0.3684,0.2895,5,0.199,desktop_chrome,paypal,0
ACC_RING_059_0261,8,5,4,963.52,120.44,32,7,4,8,0.625,0.5,2,0.7519,emulator_bot,crypto_gift_card,1
ACC_LEGIT_ACT_00751,33,12,11,1682.44,48.83,529,3,2,3,0.3636,0.3333,6,0.5252,desktop_chrome,paypal,0
ACC_LEGIT_STD_02231,15,0,0,973.74,62.82,641,1,1,1,0.0,0.0,0,0.0396,desktop_chrome,credit_card,0
ACC_LEGIT_STD_01675,9,0,0,273.11,28.96,482,1,1,1,0.0,0.0,0,0.1091,desktop_chrome,debit_card,0
ACC_LEGIT_STD_02111,4,0,0,64.45,16.79,194,1,1,1,0.0,0.0,0,0.0735,mobile_android,debit_card,0
ACC_LEGIT_STD_00193,1,0,0,70.33,71.89,134,1,1,2,0.0,0.0,0,0.0548,mobile_android,debit_card,0
ACC_LEGIT_ACT_00805,17,5,4,1334.21,75.58,871,1,3,1,0.2941,0.2353,4,0.385,desktop_chrome,credit_card,0
ACC_LEGIT_STD_02603,12,1,1,939.62,73.52,391,2,1,1,0.0833,0.0833,0,0.0146,mobile_ios,debit_card,0
ACC_LEGIT_STD_01568,6,1,0,379.75,63.68,382,1,1,2,0.1667,0.0,0,0.0973,desktop_chrome,debit_card,0
ACC_LEGIT_STD_00343,5,0,0,390.69,73.63,480,2,1,1,0.0,0.0,0,0.0994,mobile_android,paypal,0
ACC_LEGIT_ACT_00250,19,4,3,2327.65,120.08,784,2,1,1,0.2105,0.1579,5,0.1686,mobile_ios,credit_card,0
ACC_LEGIT_STD_01759,4,1,1,155.93,40.51,355,1,2,1,0.25,0.25,0,0.1061,desktop_chrome,debit_card,0
ACC_LEGIT_STD_02376,8,0,0,632.37,81.99,349,2,2,1,0.0,0.0,1,0.1166,mobile_ios,apple_pay,0
ACC_LEGIT_STD_01773,18,0,0,1450.88,78.22,629,1,1,1,0.0,0.0,0,0.0051,mobile_ios,credit_card,0
ACC_LEGIT_STD_01313,2,0,0,152.98,79.56,223,1,2,2,0.0,0.0,0,0.1453,mobile_ios,credit_card,0
ACC_WARD_00040,43,35,33,5653.91,135.37,132,2,1,2,0.814,0.7674,27,0.7776,mobile_android,virtual_card,1
ACC_LEGIT_ACT_00486,26,10,8,1171.26,45.56,257,3,2,2,0.3846,0.3077,7,0.4614,mobile_ios,credit_card,0
ACC_LEGIT_NEW_00127,2,0,0,85.82,42.91,36,1,2,1,0.0,0.0,0,0.3137,mobile_android,apple_pay,0
ACC_RING_031_0099,21,16,14,3365.88,160.28,22,3,4,3,0.7619,0.6667,11,0.9572,desktop_chrome,crypto_gift_card,1
ACC_LEGIT_NEW_00166,2,1,1,137.82,68.91,43,2,2,1,0.5,0.5,0,0.0397,mobile_ios,credit_card,0
ACC_LEGIT_STD_01961,18,1,1,1077.78,55.51,496,1,1,1,0.0556,0.0556,1,0.014,mobile_ios,debit_card,0
ACC_LEGIT_STD_00938,9,0,0,578.56,59.59,252,1,1,1,0.0,0.0,0,0.0495,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00261,15,6,4,1237.45,83.16,504,1,2,1,0.4,0.2667,3,0.2711,desktop_chrome,credit_card,0
ACC_WARD_00108,20,16,14,4393.9,226.67,199,2,1,2,0.8,0.7,15,0.6609,mobile_android,credit_card,1
ACC_LEGIT_STD_02304,10,1,0,957.83,89.49,399,1,1,1,0.1,0.0,1,0.0197,mobile_ios,apple_pay,0
ACC_LEGIT_STD_00417,4,0,0,182.49,48.52,267,2,1,1,0.0,0.0,0,0.2036,mobile_android,debit_card,0
ACC_LEGIT_STD_00160,5,0,0,291.41,57.99,221,1,1,1,0.0,0.0,0,0.0099,mobile_android,credit_card,0
ACC_LEGIT_STD_00957,7,0,0,489.73,71.57,358,1,2,1,0.0,0.0,0,0.0833,mobile_ios,credit_card,0
ACC_LEGIT_STD_01477,6,4,4,446.08,77.98,565,1,1,1,0.6667,0.6667,0,0.1932,mobile_ios,debit_card,0
ACC_LEGIT_STD_00718,9,0,0,594.26,61.61,517,1,2,1,0.0,0.0,1,0.0486,mobile_android,credit_card,0
ACC_WARD_00213,21,15,14,2510.16,121.48,277,2,2,4,0.7143,0.6667,15,0.5282,mobile_android,paypal,1
ACC_LEGIT_STD_01914,4,0,0,114.54,26.8,242,2,1,1,0.0,0.0,1,0.094,mobile_ios,credit_card,0
ACC_LEGIT_STD_00664,4,0,0,205.06,52.63,228,2,1,1,0.0,0.0,0,0.0276,mobile_ios,credit_card,0
ACC_RING_055_0257,7,4,3,1006.53,143.79,4,4,3,4,0.5714,0.4286,3,0.7637,emulator_bot,virtual_card,1
ACC_LEGIT_STD_02278,14,0,0,406.47,30.4,634,1,2,1,0.0,0.0,0,0.0336,desktop_chrome,credit_card,0
ACC_LEGIT_STD_01346,4,0,0,187.38,44.74,262,1,1,1,0.0,0.0,0,0.0495,mobile_android,apple_pay,0
ACC_LEGIT_ACT_00210,44,14,11,2858.47,64.93,835,2,2,1,0.3182,0.25,13,0.0588,mobile_ios,apple_pay,0
ACC_LEGIT_STD_01457,1,0,0,75.71,70.59,228,1,3,1,0.0,0.0,0,0.0557,mobile_ios,debit_card,0
ACC_LEGIT_ACT_00409,18,5,4,1565.19,88.72,582,1,2,3,0.2778,0.2222,6,0.0403,mobile_ios,paypal,0
ACC_SLOW_00149,9,4,3,1221.12,135.68,194,2,2,2,0.4444,0.3333,1,0.4869,mobile_android,credit_card,1
ACC_LEGIT_STD_01023,6,0,0,518.45,89.78,452,1,1,1,0.0,0.0,0,0.0432,mobile_ios,credit_card,0
ACC_LEGIT_STD_02832,10,1,1,637.65,65.41,457,1,1,1,0.1,0.1,0,0.1391,mobile_android,credit_card,0
ACC_RING_061_0129,14,11,10,1968.68,140.62,34,3,3,5,0.7857,0.7143,5,0.8188,desktop_chrome,crypto_gift_card,1
ACC_LEGIT_STD_01274,11,0,0,625.92,55.1,437,1,2,3,0.0,0.0,1,0.0388,desktop_safari,credit_card,0
ACC_LEGIT_STD_02707,8,1,1,668.85,79.11,538,1,2,1,0.125,0.125,1,0.0962,mobile_ios,credit_card,0
ACC_LEGIT_STD_02453,6,0,0,219.2,38.68,295,1,1,1,0.0,0.0,0,0.0795,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00002,3,0,0,235.54,79.31,242,1,1,1,0.0,0.0,0,0.0096,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00262,12,0,0,788.09,61.22,615,1,1,1,0.0,0.0,1,0.0208,mobile_android,credit_card,0
ACC_LEGIT_STD_00584,3,0,0,251.51,80.76,179,1,1,1,0.0,0.0,1,0.0141,desktop_chrome,apple_pay,0
ACC_LEGIT_STD_01502,4,1,1,435.31,101.83,166,1,3,1,0.25,0.25,1,0.0332,mobile_android,apple_pay,0
ACC_LEGIT_STD_00110,11,4,4,703.42,61.59,813,3,2,1,0.3636,0.3636,1,0.0692,desktop_chrome,debit_card,0
ACC_WARD_00202,16,13,11,2918.14,176.5,151,1,1,2,0.8125,0.6875,9,0.6196,mobile_ios,credit_card,1
ACC_LEGIT_STD_00084,4,1,1,274.18,68.5,202,2,1,1,0.25,0.25,0,0.084,desktop_safari,credit_card,0
ACC_WARD_00161,48,42,38,5834.12,123.41,280,1,2,2,0.875,0.7917,21,0.5594,mobile_ios,credit_card,1
ACC_LEGIT_STD_02244,4,0,0,186.76,47.61,259,3,1,2,0.0,0.0,0,0.0069,mobile_android,debit_card,0
ACC_LEGIT_ACT_00024,36,10,8,4236.22,113.31,291,2,2,2,0.2778,0.2222,8,0.3441,mobile_ios,credit_card,0
ACC_LEGIT_STD_02384,5,0,0,355.98,68.42,287,2,1,2,0.0,0.0,0,0.003,mobile_ios,debit_card,0
ACC_LEGIT_STD_02841,4,0,0,279.37,75.34,165,1,3,1,0.0,0.0,1,0.0617,mobile_android,debit_card,0
ACC_WARD_00079,17,12,11,2706.85,160.37,44,2,4,2,0.7059,0.6471,8,0.7647,mobile_android,credit_card,1
ACC_LEGIT_STD_02302,5,0,0,298.88,55.45,203,1,1,1,0.0,0.0,1,0.0197,desktop_chrome,credit_card,0
ACC_LEGIT_STD_02149,1,0,0,50.94,50.59,184,1,3,1,0.0,0.0,0,0.0478,mobile_android,credit_card,0
ACC_LEGIT_STD_02684,17,3,3,1074.33,61.31,1056,2,2,1,0.1765,0.1765,1,0.0149,mobile_ios,debit_card,0
ACC_LEGIT_STD_00535,5,1,0,317.97,60.63,346,1,1,1,0.2,0.0,0,0.0561,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00876,15,1,1,754.19,47.83,516,1,3,1,0.0667,0.0667,1,0.0154,mobile_android,debit_card,0
ACC_LEGIT_STD_02631,8,1,1,276.38,32.95,306,1,1,1,0.125,0.125,0,0.0558,mobile_ios,debit_card,0
ACC_LEGIT_STD_02291,7,1,1,593.51,78.99,334,2,2,1,0.1429,0.1429,0,0.0487,desktop_chrome,apple_pay,0
ACC_LEGIT_ACT_00719,39,18,17,5332.78,141.52,871,3,2,1,0.4615,0.4359,7,0.3046,desktop_chrome,paypal,0
ACC_LEGIT_ACT_00667,50,13,12,4478.31,91.85,677,2,1,1,0.26,0.24,6,0.2478,desktop_chrome,credit_card,0
ACC_LEGIT_STD_02554,3,0,0,227.7,73.05,381,1,1,1,0.0,0.0,0,0.0321,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00751,6,0,0,311.01,53.51,348,1,1,1,0.0,0.0,1,0.0836,mobile_ios,debit_card,0
ACC_LEGIT_STD_00685,7,0,0,513.4,69.84,202,1,1,3,0.0,0.0,0,0.0185,mobile_ios,debit_card,0
ACC_LEGIT_STD_01177,1,0,0,63.4,68.72,250,1,1,1,0.0,0.0,0,0.2021,mobile_ios,credit_card,0
ACC_LEGIT_NEW_00378,1,0,0,63.56,63.56,5,2,1,1,0.0,0.0,0,0.1019,mobile_android,apple_pay,0
ACC_WARD_00219,28,23,20,3911.81,141.15,281,1,4,1,0.8214,0.7143,11,0.7373,mobile_android,credit_card,1
ACC_LEGIT_ACT_00349,28,6,5,2399.12,82.67,792,1,2,1,0.2143,0.1786,5,0.2804,desktop_chrome,paypal,0
ACC_LEGIT_STD_00398,11,0,0,1072.27,100.87,526,1,1,1,0.0,0.0,0,0.0057,mobile_android,credit_card,0
ACC_SLOW_00103,6,2,1,606.12,101.02,121,2,2,2,0.3333,0.1667,1,0.642,mobile_ios,debit_card,1
ACC_SLOW_00113,12,5,4,420.0,35.0,173,3,4,2,0.4167,0.3333,4,0.4023,mobile_android,credit_card,1
ACC_LEGIT_STD_00681,8,0,0,701.61,91.67,298,1,2,1,0.0,0.0,0,0.0132,mobile_android,credit_card,0
ACC_LEGIT_STD_00145,10,1,0,770.89,77.11,398,3,2,2,0.1,0.0,0,0.0079,mobile_android,credit_card,0
ACC_LEGIT_STD_01640,11,1,1,715.88,64.56,380,1,1,1,0.0909,0.0909,0,0.0437,mobile_android,credit_card,0
ACC_LEGIT_NEW_00241,1,0,0,43.47,43.47,21,1,2,1,0.0,0.0,0,0.1191,desktop_chrome,debit_card,0
ACC_LEGIT_ACT_00589,17,5,4,2169.83,128.61,748,2,3,1,0.2941,0.2353,3,0.2593,desktop_chrome,debit_card,0
ACC_LEGIT_STD_01415,6,2,2,189.99,30.49,286,1,1,1,0.3333,0.3333,0,0.0153,desktop_chrome,debit_card,0
ACC_LEGIT_ACT_00465,40,8,6,3696.85,95.24,731,4,3,1,0.2,0.15,11,0.395,mobile_ios,credit_card,0
ACC_LEGIT_STD_02447,9,0,0,521.6,59.95,514,1,2,1,0.0,0.0,1,0.0045,mobile_android,apple_pay,0
ACC_LEGIT_STD_00970,3,0,0,279.31,98.33,278,1,2,1,0.0,0.0,0,0.061,desktop_safari,credit_card,0
ACC_LEGIT_NEW_00156,1,0,0,48.79,48.79,42,1,2,1,0.0,0.0,0,0.1608,mobile_ios,debit_card,0
ACC_LEGIT_STD_00561,6,0,0,417.77,70.11,271,1,1,2,0.0,0.0,0,0.003,mobile_ios,credit_card,0
ACC_WARD_00013,34,28,27,4950.38,152.76,105,2,4,2,0.8235,0.7941,18,0.7221,mobile_android,paypal,1
ACC_LEGIT_NEW_00370,2,0,0,74.06,37.03,42,1,2,1,0.0,0.0,0,0.0476,mobile_android,apple_pay,0
ACC_LEGIT_STD_02337,6,1,0,628.55,99.47,435,1,2,1,0.1667,0.0,0,0.0236,mobile_ios,credit_card,0
ACC_LEGIT_STD_00868,7,1,1,558.47,85.05,354,1,1,1,0.1429,0.1429,0,0.0012,desktop_chrome,credit_card,0
ACC_LEGIT_ACT_00467,53,21,20,3346.64,65.55,345,2,2,2,0.3962,0.3774,6,0.0837,desktop_chrome,paypal,0
ACC_LEGIT_ACT_00137,38,15,12,3514.07,95.52,604,4,1,3,0.3947,0.3158,2,0.2194,mobile_android,credit_card,0
ACC_LEGIT_ACT_00574,39,17,15,4045.42,100.52,721,4,2,1,0.4359,0.3846,9,0.2922,mobile_android,paypal,0
ACC_LEGIT_STD_00721,5,0,0,282.42,56.49,261,1,1,1,0.0,0.0,1,0.2665,mobile_ios,debit_card,0
ACC_WARD_00196,24,18,16,4655.41,190.06,305,1,1,1,0.75,0.6667,17,0.7963,mobile_android,virtual_card,1
ACC_LEGIT_STD_02656,5,0,0,486.19,99.16,255,1,1,1,0.0,0.0,0,0.0591,mobile_android,credit_card,0
ACC_LEGIT_STD_00975,12,0,0,220.53,18.21,619,1,1,2,0.0,0.0,1,0.063,desktop_chrome,credit_card,0
ACC_LEGIT_STD_02803,9,0,0,400.77,45.94,319,1,1,1,0.0,0.0,0,0.0006,desktop_chrome,credit_card,0
ACC_LEGIT_STD_01840,7,0,0,536.74,74.92,445,1,1,1,0.0,0.0,0,0.0616,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00619,24,9,7,3396.1,143.17,90,2,1,1,0.375,0.2917,5,0.4074,desktop_chrome,paypal,0
ACC_LEGIT_ACT_00056,45,11,10,6305.05,146.1,86,1,2,2,0.2444,0.2222,12,0.4233,mobile_ios,credit_card,0
ACC_LEGIT_STD_00083,5,1,1,394.05,73.6,384,3,1,1,0.2,0.2,1,0.0353,desktop_safari,credit_card,0
ACC_RING_034_0035,17,14,12,1469.82,86.46,22,3,9,4,0.8235,0.7059,11,0.9347,desktop_chrome,credit_card,1
ACC_WARD_00178,22,19,18,3542.27,165.26,275,1,2,1,0.8636,0.8182,14,0.5446,desktop_chrome,credit_card,1
ACC_LEGIT_ACT_00274,34,7,6,888.91,25.0,230,2,1,1,0.2059,0.1765,3,0.6965,mobile_ios,paypal,0
ACC_LEGIT_STD_00968,1,0,0,62.39,64.07,184,1,1,1,0.0,0.0,0,0.0027,mobile_ios,debit_card,0
ACC_LEGIT_STD_00922,2,0,0,37.59,18.38,372,1,1,1,0.0,0.0,0,0.0197,mobile_ios,debit_card,0
ACC_LEGIT_ACT_00657,51,20,17,3350.71,64.15,417,3,2,2,0.3922,0.3333,9,0.1019,mobile_ios,credit_card,0
ACC_LEGIT_STD_00348,7,0,0,503.2,75.11,430,2,1,2,0.0,0.0,0,0.0726,desktop_chrome,debit_card,0
ACC_LEGIT_STD_00156,8,0,0,219.04,28.33,298,1,2,1,0.0,0.0,1,0.1991,mobile_android,credit_card,0
ACC_LEGIT_ACT_00204,40,8,6,1879.24,45.68,809,2,3,1,0.2,0.15,7,0.2949,desktop_chrome,apple_pay,0
ACC_LEGIT_STD_02131,7,0,0,429.44,60.2,324,2,1,2,0.0,0.0,0,0.0489,mobile_android,debit_card,0
ACC_WARD_00212,54,35,33,12780.23,246.65,215,2,2,2,0.6481,0.6111,33,0.7924,desktop_chrome,credit_card,1
ACC_LEGIT_STD_02657,12,0,0,457.1,37.4,529,2,1,1,0.0,0.0,1,0.1811,mobile_android,credit_card,0
ACC_LEGIT_STD_02385,10,2,1,910.05,96.06,563,1,1,1,0.2,0.1,1,0.1107,mobile_ios,debit_card,0
ACC_LEGIT_ACT_00248,44,12,10,4896.25,110.05,94,1,2,2,0.2727,0.2273,6,0.1571,desktop_chrome,debit_card,0
ACC_LEGIT_ACT_00733,40,9,7,3027.75,75.77,522,1,3,1,0.225,0.175,10,0.1876,mobile_android,credit_card,0
ACC_LEGIT_STD_02037,4,0,0,328.11,87.93,324,2,1,1,0.0,0.0,0,0.0733,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00503,21,5,4,1265.29,61.43,722,1,1,2,0.2381,0.1905,1,0.7721,mobile_ios,debit_card,0
ACC_WARD_00050,54,34,30,7047.5,128.52,44,2,3,1,0.6296,0.5556,40,0.664,mobile_ios,virtual_card,1
ACC_LEGIT_STD_02179,6,0,0,301.06,51.55,277,1,1,1,0.0,0.0,0,0.0044,desktop_safari,credit_card,0
ACC_RING_007_0008,25,19,18,3315.0,132.6,21,5,3,4,0.76,0.72,16,0.7676,emulator_bot,crypto_gift_card,1
ACC_LEGIT_STD_02780,9,1,1,852.22,89.54,664,1,1,1,0.1111,0.1111,0,0.009,mobile_android,apple_pay,0
ACC_RING_006_0141,6,5,4,976.5,162.75,4,4,6,8,0.8333,0.6667,2,0.798,desktop_chrome,virtual_card,1
ACC_LEGIT_ACT_00112,28,10,9,1683.91,58.06,212,2,1,1,0.3571,0.3214,6,0.1729,mobile_ios,paypal,0
ACC_LEGIT_STD_01641,7,0,0,261.51,37.02,300,1,1,1,0.0,0.0,0,0.0214,mobile_ios,debit_card,0
ACC_LEGIT_ACT_00526,15,4,3,1919.13,131.16,250,1,3,1,0.2667,0.2,4,0.1666,desktop_chrome,debit_card,0
ACC_LEGIT_NEW_00063,2,0,0,89.0,44.5,37,1,2,1,0.0,0.0,0,0.087,mobile_ios,debit_card,0
ACC_LEGIT_STD_00671,8,2,2,680.19,80.21,426,2,3,1,0.25,0.25,1,0.0909,desktop_chrome,debit_card,0
ACC_WARD_00046,19,14,13,3472.85,180.73,168,1,3,1,0.7368,0.6842,8,0.5561,mobile_android,credit_card,1
ACC_LEGIT_STD_02077,10,2,1,1039.8,104.24,512,1,4,1,0.2,0.1,1,0.2119,mobile_android,paypal,0
ACC_LEGIT_STD_00887,11,0,0,864.27,78.07,331,1,2,1,0.0,0.0,1,0.0387,mobile_ios,credit_card,0
ACC_LEGIT_STD_00702,10,2,2,478.81,44.37,459,2,1,2,0.2,0.2,1,0.0247,desktop_chrome,credit_card,0
ACC_SLOW_00130,9,3,2,764.19,84.91,176,1,1,2,0.3333,0.2222,2,0.205,desktop_chrome,paypal,1
ACC_LEGIT_STD_02381,3,0,0,176.09,55.95,169,1,1,1,0.0,0.0,0,0.2023,desktop_chrome,credit_card,0
ACC_LEGIT_ACT_00431,51,14,11,4395.78,88.76,413,1,3,3,0.2745,0.2157,10,0.1406,desktop_chrome,paypal,0
ACC_LEGIT_ACT_00212,21,9,7,1495.58,68.57,728,1,2,1,0.4286,0.3333,3,0.4503,mobile_ios,credit_card,0
ACC_LEGIT_STD_02139,11,0,0,824.87,73.42,469,1,2,1,0.0,0.0,0,0.0426,mobile_ios,credit_card,0
ACC_LEGIT_NEW_00050,1,1,1,33.49,33.49,10,1,1,1,1.0,1.0,0,0.1669,mobile_ios,credit_card,0
ACC_SLOW_00144,18,8,7,1372.5,76.25,82,2,1,2,0.4444,0.3889,3,0.5926,mobile_ios,paypal,1
ACC_LEGIT_STD_02715,5,1,1,203.51,39.59,201,2,1,1,0.2,0.2,0,0.0306,mobile_ios,credit_card,0
ACC_LEGIT_STD_00319,12,1,1,677.39,52.72,689,1,1,1,0.0833,0.0833,2,0.0126,mobile_android,credit_card,0
ACC_LEGIT_STD_00966,3,1,1,197.49,63.5,489,1,1,1,0.3333,0.3333,0,0.0414,mobile_android,debit_card,0
ACC_WARD_00239,28,21,20,7286.9,247.93,230,2,1,4,0.75,0.7143,19,0.5703,mobile_ios,paypal,1
ACC_LEGIT_STD_00725,6,0,0,111.42,19.53,240,2,2,1,0.0,0.0,1,0.0897,desktop_safari,debit_card,0
ACC_LEGIT_STD_01369,4,1,1,303.89,75.82,283,1,1,1,0.25,0.25,0,0.0775,desktop_chrome,credit_card,0
ACC_RING_043_0044,13,10,9,1539.72,118.44,30,5,4,3,0.7692,0.6923,4,0.8018,emulator_bot,crypto_gift_card,1
ACC_RING_014_0015,17,15,12,2653.87,156.11,25,3,3,4,0.8824,0.7059,11,0.9648,emulator_bot,credit_card,1
ACC_LEGIT_STD_00082,5,0,0,330.96,70.24,325,1,2,1,0.0,0.0,0,0.0013,mobile_ios,apple_pay,0
ACC_LEGIT_NEW_00130,4,0,0,161.16,40.29,40,1,2,1,0.0,0.0,0,0.1509,mobile_ios,apple_pay,0
ACC_LEGIT_STD_00034,2,0,0,155.14,73.61,206,1,1,1,0.0,0.0,0,0.0149,desktop_safari,credit_card,0
ACC_WARD_00167,16,11,9,3294.06,205.91,344,1,1,3,0.6875,0.5625,11,0.7604,desktop_chrome,credit_card,1
ACC_LEGIT_ACT_00113,15,5,4,1091.94,71.77,617,2,2,1,0.3333,0.2667,2,0.1284,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00692,28,11,8,2997.14,107.83,601,2,2,1,0.3929,0.2857,5,0.3557,mobile_ios,paypal,0
ACC_LEGIT_STD_01117,5,0,0,120.29,23.28,340,1,1,2,0.0,0.0,0,0.0403,mobile_ios,debit_card,0
ACC_LEGIT_STD_02433,17,0,0,818.92,52.36,934,1,1,1,0.0,0.0,1,0.1365,mobile_ios,debit_card,0
ACC_LEGIT_STD_02677,2,2,2,181.83,95.2,153,2,1,1,1.0,1.0,0,0.2578,mobile_ios,debit_card,0
ACC_LEGIT_STD_02888,13,0,0,512.09,41.41,653,1,2,1,0.0,0.0,0,0.0809,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00101,15,0,0,1184.85,77.67,607,1,1,1,0.0,0.0,0,0.0725,mobile_ios,credit_card,0
ACC_LEGIT_STD_01723,4,0,0,350.97,85.68,235,1,1,2,0.0,0.0,0,0.0803,desktop_chrome,credit_card,0
ACC_LEGIT_STD_01834,9,0,0,488.93,55.45,282,1,1,1,0.0,0.0,0,0.1068,mobile_ios,debit_card,0
ACC_LEGIT_STD_01079,6,0,0,391.26,66.57,241,1,4,1,0.0,0.0,1,0.0993,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00709,49,23,18,5282.63,110.41,709,1,1,2,0.4694,0.3673,7,0.1966,mobile_ios,paypal,0
ACC_LEGIT_STD_01594,33,1,1,2223.74,66.73,1501,1,1,1,0.0303,0.0303,0,0.0202,desktop_chrome,debit_card,0
ACC_LEGIT_ACT_00120,14,4,3,1045.4,73.71,532,2,2,2,0.2857,0.2143,2,0.027,desktop_chrome,debit_card,0
ACC_RING_048_0183,20,14,13,3027.6,151.38,10,3,4,3,0.7,0.65,14,0.7278,emulator_bot,virtual_card,1
ACC_LEGIT_STD_01824,1,0,0,87.96,90.97,140,1,1,1,0.0,0.0,0,0.0171,mobile_android,debit_card,0
ACC_LEGIT_NEW_00249,3,0,0,132.66,44.22,4,1,1,1,0.0,0.0,0,0.0522,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00029,49,12,10,4897.18,96.15,529,2,3,2,0.2449,0.2041,11,0.254,mobile_android,credit_card,0
ACC_LEGIT_STD_00927,6,0,0,361.49,58.89,422,1,1,1,0.0,0.0,0,0.0504,mobile_ios,apple_pay,0
ACC_LEGIT_STD_01203,13,1,1,829.99,59.4,575,1,4,1,0.0769,0.0769,0,0.0647,mobile_ios,apple_pay,0
ACC_LEGIT_STD_00936,12,0,0,443.4,39.96,435,1,1,1,0.0,0.0,2,0.0638,mobile_android,debit_card,0
ACC_LEGIT_STD_02328,9,1,1,600.19,72.06,581,1,1,1,0.1111,0.1111,0,0.0472,mobile_ios,credit_card,0
ACC_SLOW_00059,15,6,5,647.4,43.16,193,3,3,3,0.4,0.3333,3,0.4802,mobile_ios,credit_card,1
ACC_LEGIT_ACT_00485,22,9,7,1755.46,78.4,192,2,1,2,0.4091,0.3182,5,0.1163,desktop_chrome,debit_card,0
ACC_LEGIT_NEW_00274,1,0,0,57.5,57.5,29,1,1,1,0.0,0.0,0,0.1349,mobile_ios,credit_card,0
ACC_LEGIT_STD_00648,5,0,0,375.62,77.97,333,1,2,1,0.0,0.0,0,0.0872,mobile_android,credit_card,0
ACC_LEGIT_NEW_00030,4,0,0,243.68,60.92,28,1,2,1,0.0,0.0,0,0.0834,mobile_ios,credit_card,0
ACC_LEGIT_STD_00437,10,0,0,472.37,47.58,464,2,2,1,0.0,0.0,1,0.026,desktop_chrome,debit_card,0
