account_id,cluster_id,cluster_size,shared_device_account_count,shared_ip_account_count,shared_payment_account_count,shared_address_account_count,entity_overlap_score,bipartite_degree_centrality,creation_velocity_window_hours,payment_to_device_ratio,account_to_payment_ratio,behavior_similarity_score,temporal_coordination_score,suspicious_behavior_overlap,return_behavior_similarity,transaction_pattern_similarity,is_ring_member_label
ACC_002029,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002030,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002031,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002032,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002033,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002034,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002035,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002036,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002037,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002038,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002039,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002040,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002041,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002042,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002043,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002044,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002045,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002046,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002047,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002048,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002049,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002050,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002051,RING_00125,42,0,41,0,0,0.1,1.0,6783.22,1.0,1.0,0.76,0.0054,0.0515,0.9397,0.5804,0
ACC_002052,RING_00126,26,25,25,0,0,0.4,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002053,RING_00126,26,25,25,0,1,0.408,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002054,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002055,RING_00126,26,25,25,0,0,0.4,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002056,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002057,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002058,RING_00126,26,25,25,0,1,0.408,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002059,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002060,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002061,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002062,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002063,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002064,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002065,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002066,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002067,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002068,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002069,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002070,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002071,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002072,RING_00126,26,25,25,0,1,0.408,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002073,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002074,RING_00126,26,25,25,0,1,0.408,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002075,RING_00126,26,25,25,0,1,0.408,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002076,RING_00126,26,25,25,0,2,0.416,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002077,RING_00126,26,25,25,0,1,0.408,1.0,0.74,26.0,1.0,0.8041,0.9824,0.8964,1.0,0.6082,1
ACC_002078,RING_00127,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.1071,0.0812,1.0,1.0,0
ACC_002079,RING_00128,13,6,0,0,12,0.35,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002080,RING_00128,13,6,2,0,12,0.3667,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002081,RING_00128,13,5,3,0,12,0.35,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002082,RING_00128,13,5,2,0,12,0.3417,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002083,RING_00128,13,6,1,0,12,0.3583,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002084,RING_00128,13,5,3,0,12,0.35,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002085,RING_00128,13,6,1,0,12,0.3583,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002086,RING_00128,13,5,3,0,12,0.35,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002087,RING_00128,13,6,2,0,12,0.3667,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002088,RING_00128,13,6,1,0,12,0.3583,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002089,RING_00128,13,5,0,0,12,0.325,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002090,RING_00128,13,5,1,0,12,0.3333,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002091,RING_00128,13,6,3,0,12,0.375,1.0,1.55,6.5,1.0,0.8189,0.9628,0.8687,0.8674,0.7704,1
ACC_002092,RING_00129,4,0,0,3,3,0.6,1.0,5016.68,0.25,4.0,0.7544,0.0065,0.039,0.9521,0.5568,0
ACC_002093,RING_00129,4,0,0,3,3,0.6,1.0,5016.68,0.25,4.0,0.7544,0.0065,0.039,0.9521,0.5568,0
ACC_002094,RING_00129,4,0,0,3,3,0.6,1.0,5016.68,0.25,4.0,0.7544,0.0065,0.039,0.9521,0.5568,0
ACC_002095,RING_00129,4,0,0,3,3,0.6,1.0,5016.68,0.25,4.0,0.7544,0.0065,0.039,0.9521,0.5568,0
ACC_002096,RING_00130,2,0,0,1,1,0.6,1.0,866.21,0.5,2.0,0.8554,0.027,0.0343,0.9116,0.7993,0
ACC_002097,RING_00130,2,0,0,1,1,0.6,1.0,866.21,0.5,2.0,0.8554,0.027,0.0343,0.9116,0.7993,0
ACC_002098,RING_00131,2,0,0,1,1,0.6,1.0,696.69,0.5,2.0,0.8138,0.0333,0.0384,0.9887,0.6389,0
ACC_002099,RING_00131,2,0,0,1,1,0.6,1.0,696.69,0.5,2.0,0.8138,0.0333,0.0384,0.9887,0.6389,0
ACC_002100,RING_00132,4,0,0,3,3,0.6,1.0,7035.9,0.25,4.0,0.8523,0.0043,0.046,0.8468,0.8578,0
ACC_002101,RING_00132,4,0,0,3,3,0.6,1.0,7035.9,0.25,4.0,0.8523,0.0043,0.046,0.8468,0.8578,0
ACC_002102,RING_00132,4,0,0,3,3,0.6,1.0,7035.9,0.25,4.0,0.8523,0.0043,0.046,0.8468,0.8578,0
ACC_002103,RING_00132,4,0,0,3,3,0.6,1.0,7035.9,0.25,4.0,0.8523,0.0043,0.046,0.8468,0.8578,0
ACC_002104,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002105,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002106,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002107,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002108,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002109,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002110,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002111,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002112,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002113,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002114,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002115,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002116,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002117,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002118,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002119,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002120,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002121,RING_00133,18,17,0,0,0,0.3,1.0,6837.53,18.0,1.0,0.7965,0.005,0.0457,0.9334,0.6596,0
ACC_002122,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002123,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002124,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002125,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002126,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002127,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002128,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002129,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002130,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002131,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002132,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002133,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002134,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002135,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002136,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002137,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002138,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002139,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002140,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002141,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002142,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002143,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002144,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002145,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002146,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002147,RING_00134,26,0,25,0,0,0.1,1.0,6986.86,1.0,1.0,0.7942,0.0066,0.048,0.9424,0.6461,0
ACC_002148,RING_00135,24,23,23,0,0,0.4,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002149,RING_00135,24,23,23,0,1,0.4087,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002150,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002151,RING_00135,24,23,23,0,0,0.4,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002152,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002153,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002154,RING_00135,24,23,23,0,1,0.4087,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002155,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002156,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002157,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002158,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002159,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002160,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002161,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002162,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002163,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002164,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002165,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002166,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002167,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002168,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002169,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002170,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002171,RING_00135,24,23,23,0,2,0.4174,1.0,0.69,24.0,1.0,0.8136,0.9823,0.912,1.0,0.6273,1
ACC_002172,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002173,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002174,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002175,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002176,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002177,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002178,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002179,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002180,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002181,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002182,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002183,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002184,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002185,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002186,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002187,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002188,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002189,RING_00136,23,22,22,0,1,0.4091,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002190,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002191,RING_00136,23,22,22,0,1,0.4091,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002192,RING_00136,23,22,22,0,1,0.4091,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002193,RING_00136,23,22,22,0,2,0.4182,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002194,RING_00136,23,22,22,0,1,0.4091,1.0,0.63,23.0,1.0,0.8204,0.9843,0.9033,1.0,0.6407,1
ACC_002195,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002196,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002197,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002198,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002199,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002200,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002201,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002202,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002203,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002204,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002205,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002206,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002207,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002208,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002209,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002210,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002211,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002212,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002213,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002214,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002215,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002216,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002217,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002218,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002219,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002220,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002221,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002222,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002223,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002224,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002225,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
ACC_002226,RING_00137,52,0,51,0,0,0.1,1.0,8014.4,1.0,1.0,0.7814,0.0054,0.042,0.9096,0.6532,0
