account_id,cluster_id,created_at,account_age_days,order_count,total_spend,average_order_value,return_count,refund_count,return_rate,refund_rate,high_value_order_count,suspicious_activity_score,device_type,primary_payment_method
ACC_002757,RING_00172,2027-04-23T21:56:36.822232+00:00,1,12,1131.6,94.3,1,0,0.0833,0.0,0,0.0542,mobile_ios,debit_card
ACC_002758,RING_00172,2027-03-29T21:19:29.320034+00:00,1,25,1380.0,55.2,0,0,0.0,0.0,1,0.0158,mobile_ios,credit_card
ACC_002759,RING_00172,2026-09-28T15:23:08.971171+00:00,1,13,992.16,76.32,1,0,0.0769,0.0,1,0.0153,mobile_ios,apple_pay
ACC_002760,RING_00172,2026-07-19T03:33:39.207547+00:00,12,23,1611.38,70.06,1,0,0.0435,0.0,1,0.0595,desktop_chrome,apple_pay
ACC_002761,RING_00172,2026-08-22T05:41:33.564062+00:00,1,25,1856.25,74.25,0,0,0.0,0.0,0,0.0234,desktop_chrome,credit_card
ACC_002762,RING_00172,2026-08-02T12:41:08.621666+00:00,1,8,372.96,46.62,0,0,0.0,0.0,1,0.0728,desktop_chrome,credit_card
ACC_002763,RING_00172,2026-08-25T09:41:23.050982+00:00,1,21,1802.01,85.81,1,0,0.0476,0.0,0,0.0325,mobile_ios,apple_pay
ACC_002764,RING_00172,2027-01-11T02:41:37.610905+00:00,1,15,477.75,31.85,1,0,0.0667,0.0,1,0.0233,desktop_safari,credit_card
ACC_002765,RING_00172,2027-05-14T05:43:42.097166+00:00,1,17,983.62,57.86,0,0,0.0,0.0,1,0.0121,desktop_chrome,debit_card
ACC_002766,RING_00172,2026-07-28T17:03:04.844942+00:00,3,20,1084.0,54.2,1,0,0.05,0.0,0,0.0151,desktop_chrome,apple_pay
ACC_002767,RING_00172,2026-08-14T19:22:45.938555+00:00,1,16,1219.36,76.21,1,0,0.0625,0.0,1,0.0769,desktop_safari,apple_pay
ACC_002768,RING_00172,2026-10-11T22:21:09.174963+00:00,1,10,305.2,30.52,0,0,0.0,0.0,0,0.0331,desktop_chrome,credit_card
ACC_002769,RING_00172,2026-07-25T18:20:44.227227+00:00,6,15,595.05,39.67,0,0,0.0,0.0,0,0.0588,mobile_ios,debit_card
ACC_002770,RING_00172,2026-11-20T22:34:10.787899+00:00,1,24,1297.92,54.08,0,0,0.0,0.0,1,0.0276,mobile_ios,debit_card
ACC_002771,RING_00172,2026-11-01T14:27:54.863370+00:00,1,17,1127.61,66.33,1,0,0.0588,0.0,1,0.0425,desktop_chrome,credit_card
ACC_002772,RING_00172,2026-06-11T02:29:32.411732+00:00,50,12,1095.84,91.32,0,0,0.0,0.0,1,0.0783,desktop_safari,credit_card
ACC_002773,RING_00172,2027-03-16T05:20:39.398237+00:00,1,18,1706.94,94.83,1,0,0.0556,0.0,1,0.0453,desktop_safari,credit_card
ACC_002774,RING_00172,2026-12-15T08:40:49.705788+00:00,1,12,630.72,52.56,1,0,0.0833,0.0,1,0.05,desktop_chrome,debit_card
ACC_002775,RING_00172,2026-11-10T07:21:24.528829+00:00,1,18,1619.1,89.95,2,1,0.1111,0.0556,1,0.0441,desktop_chrome,apple_pay
ACC_002776,RING_00172,2026-11-06T00:43:20.880388+00:00,1,23,1814.47,78.89,1,0,0.0435,0.0,1,0.0243,mobile_ios,credit_card
ACC_002777,RING_00172,2026-10-29T10:41:48.362601+00:00,1,9,575.91,63.99,0,0,0.0,0.0,1,0.078,desktop_chrome,debit_card
ACC_002778,RING_00172,2026-06-26T22:23:04.242152+00:00,35,17,1276.87,75.11,1,0,0.0588,0.0,0,0.0262,desktop_chrome,apple_pay
ACC_002779,RING_00172,2027-04-30T18:27:58.694338+00:00,1,5,402.65,80.53,0,0,0.0,0.0,0,0.0313,desktop_chrome,credit_card
ACC_002780,RING_00172,2026-10-22T12:39:19.360831+00:00,1,29,861.3,29.7,3,2,0.1034,0.069,1,0.0584,desktop_chrome,apple_pay
ACC_002781,RING_00172,2026-09-09T04:14:41.861173+00:00,1,12,1090.32,90.86,0,0,0.0,0.0,1,0.0368,desktop_safari,apple_pay
ACC_002782,RING_00172,2026-07-27T14:55:34.749830+00:00,4,20,1620.6,81.03,1,0,0.05,0.0,0,0.0308,desktop_safari,debit_card
ACC_002783,RING_00172,2026-10-11T19:11:02.280336+00:00,1,16,842.08,52.63,1,0,0.0625,0.0,1,0.0605,mobile_ios,credit_card
ACC_002784,RING_00173,2027-03-04T11:02:07.131775+00:00,1,21,1482.81,70.61,1,0,0.0476,0.0,1,0.0168,desktop_chrome,debit_card
ACC_002785,RING_00173,2026-12-10T19:33:49.925126+00:00,1,24,2834.16,118.09,1,0,0.0417,0.0,3,0.0416,desktop_chrome,debit_card
ACC_002786,RING_00173,2026-08-20T02:55:11.126787+00:00,1,31,3739.53,120.63,0,0,0.0,0.0,1,0.0193,mobile_ios,credit_card
ACC_002787,RING_00173,2026-03-20T02:49:54.596378+00:00,133,18,2698.74,149.93,0,0,0.0,0.0,2,0.0512,mobile_android,credit_card
ACC_002788,RING_00173,2026-10-02T23:55:56.555507+00:00,1,30,2175.9,72.53,2,1,0.0667,0.0333,1,0.0343,mobile_android,credit_card
ACC_002789,RING_00173,2026-10-27T00:31:42.198627+00:00,1,34,3313.3,97.45,2,1,0.0588,0.0294,2,0.058,mobile_ios,debit_card
ACC_002790,RING_00173,2026-04-08T09:06:51.094234+00:00,114,39,4524.78,116.02,2,1,0.0513,0.0256,3,0.0373,mobile_ios,credit_card
ACC_002791,RING_00173,2026-08-22T06:09:36.059350+00:00,1,15,2367.75,157.85,0,0,0.0,0.0,2,0.0545,mobile_ios,debit_card
ACC_002792,RING_00173,2026-02-03T07:48:56.929617+00:00,178,29,2308.4,79.6,0,0,0.0,0.0,3,0.0227,mobile_ios,debit_card
ACC_002793,RING_00173,2026-10-03T06:49:06.694837+00:00,1,27,2604.96,96.48,0,0,0.0,0.0,2,0.0223,desktop_chrome,credit_card
ACC_002794,RING_00173,2026-11-02T18:58:44.429639+00:00,1,11,865.7,78.7,0,0,0.0,0.0,1,0.0512,mobile_android,credit_card
ACC_002795,RING_00173,2026-07-10T18:15:12.088336+00:00,21,30,2519.7,83.99,2,1,0.0667,0.0333,2,0.0247,desktop_chrome,debit_card
ACC_002796,RING_00173,2026-12-19T09:20:44.454688+00:00,1,22,2832.5,128.75,0,0,0.0,0.0,2,0.0696,desktop_chrome,debit_card
ACC_002797,RING_00173,2026-04-05T00:10:02.594363+00:00,117,33,4264.92,129.24,2,1,0.0606,0.0303,2,0.049,mobile_android,credit_card
ACC_002798,RING_00173,2027-01-21T21:57:51.261035+00:00,1,19,2436.94,128.26,1,0,0.0526,0.0,2,0.046,mobile_android,credit_card
ACC_002799,RING_00173,2026-03-16T23:42:57.255181+00:00,137,36,2170.08,60.28,1,0,0.0278,0.0,1,0.0194,mobile_android,debit_card
ACC_002800,RING_00173,2026-07-24T21:31:59.244583+00:00,7,36,2902.68,80.63,2,1,0.0556,0.0278,2,0.0217,desktop_chrome,debit_card
ACC_002801,RING_00173,2026-06-03T16:53:13.252309+00:00,58,13,1060.8,81.6,0,0,0.0,0.0,2,0.0665,desktop_chrome,credit_card
ACC_002802,RING_00173,2026-12-14T23:11:04.480094+00:00,1,35,4336.85,123.91,3,2,0.0857,0.0571,2,0.0469,mobile_ios,debit_card
ACC_002803,RING_00173,2026-10-20T00:20:05.128949+00:00,1,19,1774.6,93.4,1,0,0.0526,0.0,2,0.0217,desktop_chrome,debit_card
ACC_002804,RING_00174,2026-12-18T04:34:31.109147+00:00,1,32,2384.32,74.51,2,1,0.0625,0.0312,2,0.0413,desktop_safari,paypal
ACC_002805,RING_00174,2026-11-11T20:05:30.209645+00:00,1,30,1298.4,43.28,0,0,0.0,0.0,3,0.0202,desktop_chrome,paypal
ACC_002806,RING_00174,2026-06-21T15:33:19.206968+00:00,40,36,5974.92,165.97,1,0,0.0278,0.0,3,0.0222,mobile_ios,paypal
ACC_002807,RING_00174,2026-11-21T23:24:24.173892+00:00,1,33,4173.51,126.47,2,1,0.0606,0.0303,3,0.0412,desktop_chrome,credit_card
ACC_002808,RING_00174,2026-11-02T05:56:49.063574+00:00,1,29,4667.26,160.94,1,0,0.0345,0.0,3,0.0308,desktop_safari,paypal
ACC_002809,RING_00174,2026-10-24T12:51:00.732541+00:00,1,11,1674.53,152.23,0,0,0.0,0.0,2,0.049,desktop_chrome,paypal
ACC_002810,RING_00174,2026-11-17T17:12:55.783013+00:00,1,12,1786.56,148.88,0,0,0.0,0.0,2,0.0578,desktop_chrome,credit_card
ACC_002811,RING_00174,2026-04-03T12:42:28.506581+00:00,119,17,1416.95,83.35,1,0,0.0588,0.0,3,0.0302,desktop_safari,credit_card
ACC_002812,RING_00174,2026-04-15T19:56:49.330289+00:00,107,14,2435.72,173.98,0,0,0.0,0.0,3,0.0565,desktop_safari,paypal
ACC_002813,RING_00174,2026-10-08T00:50:23.585857+00:00,1,38,1790.18,47.11,1,0,0.0263,0.0,2,0.0262,mobile_ios,paypal
ACC_002814,RING_00174,2026-11-17T12:08:35.229461+00:00,1,25,3964.0,158.56,0,0,0.0,0.0,3,0.0238,desktop_safari,paypal
ACC_002815,RING_00174,2026-08-07T19:29:14.118189+00:00,1,30,5383.2,179.44,1,0,0.0333,0.0,1,0.0484,mobile_ios,credit_card
ACC_002816,RING_00174,2026-04-12T14:15:33.383906+00:00,110,37,4724.53,127.69,2,1,0.0541,0.027,2,0.047,desktop_safari,credit_card
ACC_002817,RING_00174,2026-10-07T18:58:34.979698+00:00,1,17,1969.28,115.84,0,0,0.0,0.0,2,0.0474,mobile_ios,credit_card
ACC_002818,RING_00174,2026-06-24T04:42:55.076917+00:00,37,28,4942.28,176.51,2,1,0.0714,0.0357,2,0.0861,desktop_chrome,credit_card
ACC_002819,RING_00174,2026-11-28T14:22:16.393692+00:00,1,15,1525.2,101.68,1,0,0.0667,0.0,2,0.022,mobile_ios,paypal
ACC_002820,RING_00174,2026-10-31T14:30:28.221810+00:00,1,36,6188.04,171.89,2,1,0.0556,0.0278,2,0.0604,desktop_safari,paypal
ACC_002821,RING_00174,2026-08-13T21:54:10.654446+00:00,1,24,2763.12,115.13,1,0,0.0417,0.0,1,0.0429,desktop_chrome,credit_card
ACC_002822,RING_00174,2026-08-14T13:23:38.026956+00:00,1,30,4896.9,163.23,0,0,0.0,0.0,1,0.0853,desktop_chrome,credit_card
ACC_002823,RING_00174,2026-07-15T14:02:35.008195+00:00,16,14,1385.58,98.97,0,0,0.0,0.0,2,0.0373,desktop_safari,paypal
ACC_002824,RING_00174,2026-08-20T16:44:37.294509+00:00,1,31,2959.57,95.47,0,0,0.0,0.0,2,0.0458,mobile_ios,credit_card
ACC_002825,RING_00174,2026-08-19T08:00:26.943409+00:00,1,23,3215.63,139.81,1,0,0.0435,0.0,1,0.0462,desktop_safari,paypal
ACC_002826,RING_00174,2026-06-22T11:52:59.777381+00:00,39,16,1807.04,112.94,0,0,0.0,0.0,2,0.0775,desktop_safari,paypal
ACC_002827,RING_00174,2026-08-29T16:02:51.531607+00:00,1,22,3317.16,150.78,0,0,0.0,0.0,1,0.0807,mobile_ios,credit_card
ACC_002828,RING_00174,2026-08-09T23:14:16.599700+00:00,1,38,2440.36,64.22,0,0,0.0,0.0,2,0.0704,mobile_ios,credit_card
ACC_002829,RING_00174,2026-11-07T04:54:03.455152+00:00,1,22,985.82,44.81,0,0,0.0,0.0,2,0.0821,desktop_chrome,paypal
ACC_002830,RING_00174,2026-06-08T22:48:59.206727+00:00,53,39,5721.69,146.71,2,1,0.0513,0.0256,3,0.0175,desktop_safari,credit_card
ACC_002831,RING_00174,2026-06-11T05:12:16.832319+00:00,50,28,1979.88,70.71,0,0,0.0,0.0,2,0.0208,desktop_safari,credit_card
ACC_002832,RING_00174,2026-03-08T17:52:05.099453+00:00,145,30,4107.6,136.92,1,0,0.0333,0.0,3,0.0507,desktop_chrome,paypal
ACC_002833,RING_00174,2026-07-29T05:32:09.633928+00:00,2,27,4172.85,154.55,1,0,0.037,0.0,3,0.0687,desktop_chrome,paypal
ACC_002834,RING_00174,2026-09-12T07:09:37.659950+00:00,1,34,2583.32,75.98,1,0,0.0294,0.0,1,0.0638,desktop_safari,paypal
ACC_002835,RING_00174,2026-09-26T15:00:45.170871+00:00,1,16,987.68,61.73,0,0,0.0,0.0,2,0.0595,desktop_chrome,paypal
ACC_002836,RING_00174,2026-03-23T01:41:50.916294+00:00,130,16,1760.8,110.05,0,0,0.0,0.0,1,0.0119,desktop_safari,credit_card
ACC_002837,RING_00174,2026-08-02T12:03:20.565961+00:00,1,21,2539.32,120.92,0,0,0.0,0.0,3,0.0844,desktop_safari,credit_card
ACC_002838,RING_00174,2026-10-04T19:54:00.207411+00:00,1,13,1418.43,109.11,0,0,0.0,0.0,1,0.0305,mobile_ios,paypal
ACC_002839,RING_00174,2026-06-27T20:56:52.836268+00:00,34,29,4002.58,138.02,0,0,0.0,0.0,1,0.0192,desktop_chrome,credit_card
ACC_002840,RING_00174,2026-08-20T14:39:12.344553+00:00,1,11,1795.2,163.2,0,0,0.0,0.0,1,0.0358,desktop_safari,paypal
ACC_002841,RING_00174,2026-07-23T08:26:38.059666+00:00,8,18,2346.84,130.38,0,0,0.0,0.0,1,0.0172,desktop_safari,paypal
ACC_002842,RING_00174,2026-08-18T07:44:48.687664+00:00,1,26,2756.52,106.02,1,0,0.0385,0.0,3,0.049,mobile_ios,credit_card
ACC_002843,RING_00174,2026-06-24T12:14:52.993811+00:00,37,17,2627.18,154.54,0,0,0.0,0.0,2,0.0843,desktop_safari,paypal
ACC_002844,RING_00174,2026-03-26T18:47:57.896209+00:00,127,11,1134.65,103.15,0,0,0.0,0.0,2,0.0252,desktop_chrome,credit_card
ACC_002845,RING_00175,2026-05-09T01:19:03.338228+00:00,83,10,1542.1,154.21,5,2,0.5,0.2,2,0.7329,emulator_bot,virtual_card
ACC_002846,RING_00175,2026-05-09T01:37:51.661307+00:00,83,12,1541.4,128.45,4,4,0.3333,0.3333,4,0.9418,emulator_bot,virtual_card
ACC_002847,RING_00175,2026-05-09T00:59:59.897394+00:00,83,23,2333.12,101.44,2,3,0.087,0.1304,2,0.7952,emulator_bot,virtual_card
ACC_002848,RING_00175,2026-05-09T00:15:57.979114+00:00,83,17,1857.42,109.26,3,4,0.1765,0.2353,4,0.7375,emulator_bot,virtual_card
ACC_002849,RING_00175,2026-05-09T01:13:44.744646+00:00,83,8,1257.52,157.19,4,2,0.5,0.25,4,0.7569,emulator_bot,virtual_card
ACC_002850,RING_00175,2026-05-09T00:08:35.574102+00:00,83,14,1538.04,109.86,5,2,0.3571,0.1429,4,0.8405,emulator_bot,virtual_card
ACC_002851,RING_00175,2026-05-09T01:38:03.433429+00:00,83,18,2137.5,118.75,3,4,0.1667,0.2222,4,0.7532,emulator_bot,virtual_card
ACC_002852,RING_00175,2026-05-09T01:31:23.089540+00:00,83,19,2930.94,154.26,3,2,0.1579,0.1053,2,0.7271,emulator_bot,virtual_card
ACC_002853,RING_00175,2026-05-09T00:48:15.000395+00:00,83,24,2770.8,115.45,5,4,0.2083,0.1667,5,0.8179,emulator_bot,virtual_card
ACC_002854,RING_00175,2026-05-09T00:32:17.485850+00:00,83,13,2141.23,164.71,3,2,0.2308,0.1538,3,0.8557,emulator_bot,virtual_card
ACC_002855,RING_00175,2026-05-09T01:25:08.792067+00:00,83,15,1608.6,107.24,4,4,0.2667,0.2667,6,0.7835,emulator_bot,virtual_card
ACC_002856,RING_00175,2026-05-09T01:08:03.910624+00:00,83,22,3654.64,166.12,5,2,0.2273,0.0909,3,0.9473,emulator_bot,virtual_card
ACC_002857,RING_00175,2026-05-09T00:17:24.663569+00:00,83,12,1506.6,125.55,2,3,0.1667,0.25,6,0.9012,emulator_bot,virtual_card
ACC_002858,RING_00175,2026-05-09T01:31:06.146928+00:00,83,16,1729.76,108.11,5,3,0.3125,0.1875,2,0.9444,emulator_bot,virtual_card
ACC_002859,RING_00175,2026-05-09T00:40:04.621238+00:00,83,11,2055.9,186.9,2,2,0.1818,0.1818,4,0.8917,emulator_bot,virtual_card
ACC_002860,RING_00175,2026-05-09T01:47:15.701947+00:00,83,16,2433.28,152.08,2,3,0.125,0.1875,6,0.8698,emulator_bot,virtual_card
ACC_002861,RING_00175,2026-05-09T01:39:32.172228+00:00,83,19,3530.96,185.84,4,4,0.2105,0.2105,2,0.8323,emulator_bot,virtual_card
ACC_002862,RING_00175,2026-05-09T00:33:05.854897+00:00,83,22,3084.4,140.2,3,4,0.1364,0.1818,5,0.8694,emulator_bot,virtual_card
ACC_002863,RING_00175,2026-05-09T00:30:37.826920+00:00,83,17,2968.2,174.6,3,3,0.1765,0.1765,6,0.8519,emulator_bot,virtual_card
ACC_002864,RING_00175,2026-05-09T00:47:44.804453+00:00,83,21,3047.1,145.1,3,2,0.1429,0.0952,2,0.8558,emulator_bot,virtual_card
ACC_002865,RING_00175,2026-05-09T01:36:32.278806+00:00,83,13,1465.36,112.72,2,4,0.1538,0.3077,5,0.9333,emulator_bot,virtual_card
ACC_002866,RING_00176,2026-07-13T08:09:34.996073+00:00,18,21,1443.96,68.76,0,0,0.0,0.0,0,0.0773,mobile_ios,apple_pay
ACC_002867,RING_00176,2027-03-06T11:14:35.514685+00:00,1,9,546.66,60.74,0,0,0.0,0.0,1,0.0592,desktop_chrome,debit_card
ACC_002868,RING_00176,2026-12-23T06:00:09.163037+00:00,1,16,561.92,35.12,0,0,0.0,0.0,1,0.0341,desktop_chrome,apple_pay
ACC_002869,RING_00176,2026-05-20T03:01:28.650833+00:00,72,23,620.54,26.98,1,0,0.0435,0.0,0,0.0713,desktop_chrome,apple_pay
ACC_002870,RING_00176,2026-10-21T23:07:00.885410+00:00,1,27,1787.13,66.19,2,1,0.0741,0.037,0,0.0599,mobile_ios,apple_pay
ACC_002871,RING_00176,2026-11-27T01:40:30.901950+00:00,1,13,694.2,53.4,0,0,0.0,0.0,1,0.0697,desktop_chrome,credit_card
ACC_002872,RING_00176,2026-09-12T18:40:12.312738+00:00,1,7,617.05,88.15,0,0,0.0,0.0,1,0.057,desktop_chrome,apple_pay
ACC_002873,RING_00176,2026-11-22T14:55:26.298580+00:00,1,28,1211.28,43.26,1,0,0.0357,0.0,1,0.0388,desktop_safari,credit_card
ACC_002874,RING_00176,2027-01-03T14:46:27.440615+00:00,1,29,939.6,32.4,2,1,0.069,0.0345,0,0.0494,desktop_chrome,debit_card
ACC_002875,RING_00176,2027-02-08T00:28:07.775197+00:00,1,16,1017.28,63.58,0,0,0.0,0.0,1,0.0213,desktop_chrome,debit_card
ACC_002876,RING_00176,2026-10-16T17:19:44.575898+00:00,1,10,323.4,32.34,0,0,0.0,0.0,1,0.0791,desktop_chrome,apple_pay
ACC_002877,RING_00176,2027-01-26T18:37:16.089466+00:00,1,15,1159.65,77.31,1,0,0.0667,0.0,0,0.0294,mobile_ios,apple_pay
ACC_002878,RING_00176,2026-06-24T07:07:02.787196+00:00,37,9,742.41,82.49,0,0,0.0,0.0,1,0.0735,mobile_ios,credit_card
ACC_002879,RING_00176,2026-07-29T14:17:47.622895+00:00,2,20,1588.8,79.44,1,0,0.05,0.0,0,0.016,desktop_chrome,debit_card
ACC_002880,RING_00176,2026-09-20T19:31:33.779121+00:00,1,13,1047.41,80.57,1,0,0.0769,0.0,0,0.0315,desktop_safari,debit_card
ACC_002881,RING_00176,2026-07-24T06:58:26.541215+00:00,7,13,1071.07,82.39,1,0,0.0769,0.0,0,0.0345,desktop_chrome,apple_pay
ACC_002882,RING_00176,2026-12-30T02:25:53.453661+00:00,1,21,726.6,34.6,0,0,0.0,0.0,0,0.0611,desktop_safari,debit_card
ACC_002883,RING_00176,2027-03-21T04:30:50.035841+00:00,1,17,621.35,36.55,0,0,0.0,0.0,0,0.0465,desktop_chrome,apple_pay
ACC_002884,RING_00176,2026-06-06T04:52:25.122039+00:00,55,28,766.92,27.39,3,1,0.1071,0.0357,1,0.0272,desktop_chrome,credit_card
ACC_002885,RING_00176,2027-02-08T05:31:05.533697+00:00,1,10,772.3,77.23,0,0,0.0,0.0,1,0.0409,desktop_safari,apple_pay
ACC_002886,RING_00176,2026-05-13T14:05:52.829741+00:00,79,7,423.92,60.56,0,0,0.0,0.0,0,0.0683,desktop_safari,credit_card
ACC_002887,RING_00176,2026-12-26T02:11:40.076691+00:00,1,8,369.36,46.17,0,0,0.0,0.0,1,0.0446,desktop_safari,debit_card
ACC_002888,RING_00176,2026-05-02T03:33:34.441340+00:00,90,21,1844.22,87.82,1,0,0.0476,0.0,1,0.014,desktop_safari,debit_card
ACC_002889,RING_00176,2026-08-05T23:08:17.863812+00:00,1,27,1789.83,66.29,2,1,0.0741,0.037,0,0.0438,desktop_chrome,apple_pay
ACC_002890,RING_00176,2026-09-17T02:05:31.994525+00:00,1,23,1513.17,65.79,2,1,0.087,0.0435,1,0.0471,desktop_safari,debit_card
ACC_002891,RING_00176,2026-08-26T19:41:44.261703+00:00,1,20,1071.0,53.55,1,0,0.05,0.0,0,0.0619,mobile_ios,credit_card
ACC_002892,RING_00176,2026-12-15T10:21:37.081184+00:00,1,17,517.14,30.42,1,0,0.0588,0.0,0,0.036,desktop_chrome,credit_card
ACC_002893,RING_00176,2027-02-05T05:04:56.590660+00:00,1,6,266.46,44.41,0,0,0.0,0.0,0,0.0131,desktop_chrome,debit_card
ACC_002894,RING_00176,2026-11-13T13:41:56.757500+00:00,1,11,497.64,45.24,0,0,0.0,0.0,0,0.0639,desktop_safari,debit_card
ACC_002895,RING_00176,2026-12-14T07:53:31.101852+00:00,1,6,555.24,92.54,0,0,0.0,0.0,0,0.0298,mobile_ios,credit_card
ACC_002896,RING_00176,2026-11-30T08:55:53.827093+00:00,1,27,2116.53,78.39,0,0,0.0,0.0,1,0.0716,mobile_ios,credit_card
ACC_002897,RING_00176,2026-10-23T13:58:13.778352+00:00,1,23,1528.58,66.46,0,0,0.0,0.0,1,0.0491,desktop_chrome,apple_pay
ACC_002898,RING_00176,2027-02-01T19:09:03.013782+00:00,1,16,1484.0,92.75,1,0,0.0625,0.0,1,0.0518,mobile_ios,apple_pay
ACC_002899,RING_00176,2026-11-27T14:23:37.590785+00:00,1,10,860.1,86.01,0,0,0.0,0.0,0,0.0587,mobile_ios,debit_card
ACC_002900,RING_00176,2026-11-28T16:33:24.227459+00:00,1,29,934.67,32.23,1,0,0.0345,0.0,1,0.0238,mobile_ios,credit_card
ACC_002901,RING_00176,2027-01-12T14:23:15.280331+00:00,1,24,1658.4,69.1,1,0,0.0417,0.0,0,0.0204,mobile_ios,credit_card
ACC_002902,RING_00176,2026-11-15T14:07:03.816638+00:00,1,10,559.7,55.97,0,0,0.0,0.0,1,0.0429,mobile_ios,apple_pay
ACC_002903,RING_00176,2026-12-29T00:17:13.493482+00:00,1,13,736.19,56.63,0,0,0.0,0.0,0,0.0361,mobile_ios,credit_card
ACC_002904,RING_00176,2026-05-12T17:47:20.527727+00:00,80,26,819.78,31.53,1,0,0.0385,0.0,0,0.0604,mobile_ios,debit_card
ACC_002905,RING_00176,2026-07-29T14:41:04.162698+00:00,2,10,605.2,60.52,0,0,0.0,0.0,1,0.0556,desktop_safari,debit_card
ACC_002906,RING_00177,2027-02-03T14:44:57.352164+00:00,1,31,1658.81,53.51,1,0,0.0323,0.0,3,0.0494,mobile_ios,debit_card
ACC_002907,RING_00177,2026-09-02T09:36:15.683194+00:00,1,26,2398.76,92.26,1,0,0.0385,0.0,1,0.0555,mobile_ios,debit_card
ACC_002908,RING_00177,2026-06-03T07:46:59.357366+00:00,58,19,1675.42,88.18,0,0,0.0,0.0,1,0.0587,mobile_ios,debit_card
ACC_002909,RING_00177,2026-09-26T00:56:33.011967+00:00,1,15,2349.45,156.63,0,0,0.0,0.0,1,0.023,desktop_chrome,credit_card
ACC_002910,RING_00177,2026-12-29T01:31:47.418526+00:00,1,11,722.59,65.69,0,0,0.0,0.0,2,0.014,mobile_ios,debit_card
ACC_002911,RING_00177,2027-01-04T20:26:19.057689+00:00,1,30,2642.4,88.08,2,1,0.0667,0.0333,2,0.0665,mobile_android,credit_card
ACC_002912,RING_00177,2026-05-27T09:21:46.105522+00:00,65,24,1234.8,51.45,2,1,0.0833,0.0417,3,0.0629,mobile_ios,credit_card
ACC_002913,RING_00177,2027-03-29T17:12:00.703284+00:00,1,32,2302.4,71.95,1,0,0.0312,0.0,3,0.0661,mobile_ios,credit_card
ACC_002914,RING_00177,2027-03-27T04:19:29.937046+00:00,1,10,925.2,92.52,0,0,0.0,0.0,2,0.0345,mobile_ios,debit_card
ACC_002915,RING_00177,2026-08-11T23:31:15.089011+00:00,1,25,2899.75,115.99,2,1,0.08,0.04,1,0.0325,mobile_android,credit_card
ACC_002916,RING_00177,2026-09-02T11:51:28.162548+00:00,1,35,3967.95,113.37,0,0,0.0,0.0,1,0.0603,desktop_chrome,credit_card
ACC_002917,RING_00177,2026-06-23T00:59:44.033448+00:00,38,35,1982.4,56.64,2,1,0.0571,0.0286,2,0.033,desktop_chrome,credit_card
ACC_002918,RING_00177,2026-09-06T01:29:45.715081+00:00,1,31,2474.42,79.82,1,0,0.0323,0.0,3,0.0632,mobile_android,credit_card
ACC_002919,RING_00177,2026-05-30T06:33:49.273875+00:00,62,33,1605.78,48.66,2,1,0.0606,0.0303,1,0.0128,mobile_ios,debit_card
ACC_002920,RING_00177,2026-07-18T10:05:45.173217+00:00,13,11,577.17,52.47,0,0,0.0,0.0,3,0.0358,desktop_chrome,debit_card
ACC_002921,RING_00177,2026-09-10T12:50:05.195405+00:00,1,30,4413.6,147.12,0,0,0.0,0.0,3,0.0494,mobile_android,credit_card
ACC_002922,RING_00177,2026-11-24T11:28:02.723580+00:00,1,14,719.46,51.39,0,0,0.0,0.0,2,0.0457,desktop_chrome,debit_card
ACC_002923,RING_00177,2026-12-01T15:44:42.869739+00:00,1,33,2342.34,70.98,1,0,0.0303,0.0,2,0.011,mobile_ios,credit_card
ACC_002924,RING_00177,2026-08-20T22:40:53.049709+00:00,1,17,2134.52,125.56,1,0,0.0588,0.0,2,0.0241,mobile_android,credit_card
ACC_002925,RING_00177,2026-11-15T13:13:04.998351+00:00,1,38,4681.6,123.2,1,0,0.0263,0.0,1,0.0114,mobile_android,credit_card
ACC_002926,RING_00177,2026-09-26T07:35:27.556843+00:00,1,25,3103.75,124.15,1,0,0.04,0.0,3,0.0114,mobile_ios,credit_card
ACC_002927,RING_00177,2026-04-20T16:20:51.915042+00:00,102,29,4171.65,143.85,1,0,0.0345,0.0,2,0.0587,desktop_chrome,debit_card
ACC_002928,RING_00177,2027-02-19T20:32:23.404539+00:00,1,36,4088.16,113.56,3,2,0.0833,0.0556,1,0.0578,desktop_chrome,credit_card
ACC_002929,RING_00177,2026-11-20T11:46:47.368076+00:00,1,21,1696.38,80.78,1,0,0.0476,0.0,1,0.06,mobile_android,credit_card
ACC_002930,RING_00178,2026-07-01T06:24:50.012457+00:00,30,20,2965.4,148.27,0,0,0.0,0.0,1,0.0586,desktop_safari,paypal
ACC_002931,RING_00178,2027-01-02T06:52:16.615596+00:00,1,21,1987.65,94.65,1,0,0.0476,0.0,1,0.0865,desktop_chrome,paypal
ACC_002932,RING_00178,2026-06-10T09:28:57.413131+00:00,51,15,2352.75,156.85,0,0,0.0,0.0,1,0.0814,desktop_safari,paypal
ACC_002933,RING_00178,2026-04-05T10:30:33.054284+00:00,117,13,1423.5,109.5,0,0,0.0,0.0,2,0.0745,desktop_chrome,credit_card
ACC_002934,RING_00178,2026-04-02T21:49:52.057717+00:00,120,36,1632.96,45.36,2,1,0.0556,0.0278,3,0.0293,mobile_ios,paypal
